Preschool_Name,Location_Type,Address,Opening_Hours,Preschool_Website,Google_Website,Update_Time,Stars,Average_Stars
PCF Sparkletots Preschool @ Bukit Gombak Blk 535 (DS),Preschool,"Blk 535 Bukit Batok Street 52, #01-631, Singapore 650535 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Bukit+Gombak+Blk+535/@1.3550168,103.7503229,17z/data=!3m1!4b1!4m6!3m5!1s0x31da103826ba7e9d:0xc070220228770669!8m2!3d1.3550168!4d103.7503229!16s%2Fg%2F11c1wsl1w_?entry=ttu",2024-04-11 04:19:53.244719,"5,    4",4.5
PCF Sparkletots Preschool @ Bukit Gombak Blk 512 (CC),Day care center,"512 Bukit Batok Street 52, #01-500 Block 512, Singapore 650512 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Bukit+Gombak+Blk+512/@1.3536855,103.7524438,17z/data=!3m1!4b1!4m6!3m5!1s0x31da113f8d8607ef:0x356118cc0647a857!8m2!3d1.3536855!4d103.7524438!16s%2Fg%2F11jk5d7rfd?entry=ttu",2024-04-11 04:19:38.736441,5,5.0
PCF Sparkletots Preschool @ Bukit Gombak Blk 395A (CC),Preschool,"395A Bukit Batok West Ave. 5, #05-01, Singapore 651395 ",,,"https://www.google.com/maps/place/PCF+BUKIT+GOMBAK+SPARKLETOTS+INFANT+CARE+%26+CHILD+CARE+CENTRE/@1.3645975,103.7519846,17z/data=!3m1!4b1!4m6!3m5!1s0x31da11cabaaaaaad:0x1a6ca8f2801996e9!8m2!3d1.3645975!4d103.7519846!16s%2Fg%2F1tdk2p7l?entry=ttu",2024-04-11 04:19:13.883370,5,5.0
PCF Sparkletots Preschool @ Bukit Batok East Blk 289G (KN),Day care center,"289G Bukit Batok Street 25, #01-94, Singapore 656289 ",,http://pcf.org.sg/sparkletots,"https://www.google.com/maps/place/PCF+Sparkletots/@1.3449507,103.7584401,17z/data=!3m1!4b1!4m6!3m5!1s0x31da106ed6dbf4dd:0xda9638675fb77d29!8m2!3d1.3449507!4d103.7584401!16s%2Fg%2F1vljcvr1?entry=ttu",2024-04-11 04:19:00.165251,"5,    5,    4,    4",4.5
PCF Sparkletots Preschool @ Bukit Batok East Blk 285C (KN),Preschool,"285C Toh Guan Rd, #01-92 Block 285C, Singapore 603285 ",,https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Bukit+Batok+East+Blk+285C/@1.3379353,103.7466027,17z/data=!3m1!4b1!4m6!3m5!1s0x31da101220b1c9cf:0xbcac64dcc757ec67!8m2!3d1.3379353!4d103.7466027!16s%2Fg%2F1ptvwwdnr?entry=ttu",2024-04-11 04:18:35.592455,"5,    5,    4,    4",4.5
PCF Sparkletots Preschool @ Bukit Batok East Blk 271 (CC),Day care center,"271 Toh Guan Rd, #01-111 Block 271, Singapore 600271 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Bukit+Batok+East+Blk+271/@1.34159,103.7462422,17z/data=!3m1!4b1!4m6!3m5!1s0x31da11c4a872860d:0x5bb768efe4fdc35d!8m2!3d1.34159!4d103.7462422!16s%2Fg%2F11k5r6q3gm?entry=ttu",2024-04-11 04:18:10.156869,5,5.0
PCF Sparkletots Preschool @ Bukit Batok East Blk 241 (KN),Preschool,"Blk 241 Bukit Batok East Ave 5, #01-261, Singapore 650241 ",,https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Bukit+Batok+East+Blk+241/@1.3509696,103.7545808,17z/data=!3m1!4b1!4m6!3m5!1s0x31da10472efef4f1:0xaedbff206bac0b2!8m2!3d1.3509696!4d103.7545808!16s%2Fg%2F1tctp56c?entry=ttu",2024-04-11 04:17:44.878373,5,5.0
PCF Sparkletots Preschool @ Bukit Batok East Blk 208 (CC),Preschool,"Blk 208 Jurong East Street 21, #01-189, Singapore 600208 ",,https://www.pcf.org.sg/sparkletots,"https://www.google.com/maps/place/PCF+Sparkletots+@+Bukit+Batok+East+Blk+208/@1.3387204,103.7424551,17z/data=!3m1!4b1!4m6!3m5!1s0x31da117ef186f0e7:0xb32c958e9d34bd4d!8m2!3d1.3387204!4d103.7424551!16s%2Fg%2F11t1s9jmbg?entry=ttu",2024-04-11 04:17:31.041016,5,5.0
PCF Sparkletots Preschool @ Bukit Batok Blk 293 (CC),Preschool,"Bukit Batok Street 21, #01-01 Blk 293, Singapore 650293 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Bukit+Batok+Blk+293/@1.3460022,103.7553636,17z/data=!3m1!4b1!4m6!3m5!1s0x31da110603013e63:0xe6dd6bfd58cd552b!8m2!3d1.3460022!4d103.7553636!16s%2Fg%2F11gpnhy60s?entry=ttu",2024-04-11 04:17:06.102463,5,5.0
PCF Sparkletots Preschool @ Bukit Batok Blk 206 (CC),Day care center,"Bukit Batok Street 21, #01-78 Block 206, Singapore 650206 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Bukit+Batok+Blk+206/@1.346678,103.7493299,17z/data=!3m1!4b1!4m6!3m5!1s0x31da103fccf54193:0x105d55ff91b777ab!8m2!3d1.346678!4d103.7493299!16s%2Fg%2F11c59wqb5j?entry=ttu",2024-04-11 04:16:51.923048,5,5.0
PCF Sparkletots Preschool @ Bukit Batok Blk 180 (KN),Preschool,"Blk 180 Bukit Batok West Ave. 8, #01-181, Singapore 650180 ",,https://www.pcf.org.sg/sparkletots,"https://www.google.com/maps/place/PCF+Sparkletots+@+Bukit+Batok+Blk+180/@1.3456092,103.742742,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1173ab5745a3:0xc004edb2427bd837!8m2!3d1.3456092!4d103.742742!16s%2Fg%2F11s22_kn71?entry=ttu",2024-04-11 04:16:27.409447,5,5.0
PCF Sparkletots Preschool @ Bukit Batok Blk 178 (CC),Preschool,"Blk 178 Bukit Batok West Ave. 8, #01-217, Singapore 650178 ",,https://www.pcf.org.sg/sparkletots,"https://www.google.com/maps/place/PCF+Sparkletots+@+Bukit+Batok+Blk+178/@1.346069,103.74257,17z/data=!3m1!4b1!4m6!3m5!1s0x31da11aee2ffccd1:0x69f2793c593163da!8m2!3d1.346069!4d103.74257!16s%2Fg%2F11t1s7r4wy?entry=ttu",2024-04-11 04:16:13.321677,"5,    5,    3,    5,    5",4.6
PCF Sparkletots Preschool @ Bukit Batok Blk 148 (KN),Preschool,"148 Bukit Batok West Ave 6, #01-319 Block 148, Singapore 650148 ",,https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Bukit+Batok+Blk+148/@1.3492929,103.7438115,17z/data=!3m1!4b1!4m6!3m5!1s0x31da103c5db8cc77:0xbb75020ee1fa48c6!8m2!3d1.3492929!4d103.7438115!16s%2Fg%2F1v8y1k8p?entry=ttu",2024-04-11 04:15:48.534794,"5,    5,    3,    5,    5",4.6
PCF Sparkletots Preschool @ Bukit Batok Blk 118 (CC),Day care center,"Blk 118 Bukit Batok West Ave 6, #01-270, Singapore 650118 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Bukit+Batok+Blk+118/@1.3503088,103.7462032,17z/data=!3m1!4b1!4m6!3m5!1s0x31da103ea5e000bf:0xa833c250db227c18!8m2!3d1.3503088!4d103.7462032!16s%2Fg%2F1tf6twpj?entry=ttu",2024-04-11 04:15:33.961992,5,5.0
PCF Sparkletots Preschool @ Brickland Blk 807C (CC),Kindergarten,"Blk 807C Choa Chu Kang Ave 1, #01 - 552, Singapore 683807 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Brickland+Blk+807C/@1.3763092,103.7458692,17z/data=!3m1!4b1!4m6!3m5!1s0x31da114a335260ad:0x1f3fdfde2f83555a!8m2!3d1.3763092!4d103.7458692!16s%2Fg%2F11rsc7lw7l?entry=ttu",2024-04-11 04:15:19.132133,5,5.0
PCF Sparkletots Preschool @ Brickland Blk 801 (DS),Kindergarten,"Blk 801 Keat Hong Cl, #01-01 MSCP, Singapore 680801 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Brickland+Blk+801/@1.3745549,103.7434311,17z/data=!3m1!4b1!4m6!3m5!1s0x31da11c582c273a1:0x83fa5cbfb3f90080!8m2!3d1.3745549!4d103.7434311!16s%2Fg%2F11gj73shts?entry=ttu",2024-04-11 04:14:54.155607,5,5.0
PCF Sparkletots Preschool @ Brickland Blk 489B (CC),Kindergarten,"Blk 489B Choa Chu Kang Ave 5, #01-201, Singapore 682489 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Brickland+Blk+489B/@1.3755372,103.7404536,17z/data=!3m1!4b1!4m6!3m5!1s0x31da11daccb0a61d:0xbe83c3075c299fff!8m2!3d1.3755372!4d103.7404536!16s%2Fg%2F11f3x4st2v?entry=ttu",2024-04-11 04:14:40.470371,"5,    4",4.5
PCF Sparkletots Preschool @ Braddell Heights Blk 417 (DS),Preschool,"417 Serangoon Central, #01-456 Block 417, Singapore 550417 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Braddell+Heights+Blk+417/@1.3499201,103.8750469,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1753492243fb:0x85a3c7179270d58d!8m2!3d1.3499201!4d103.8750469!16s%2Fg%2F11jkvxdbsg?entry=ttu",2024-04-11 04:14:26.600847,"5,    4",4.5
PCF Sparkletots Preschool @ Braddell Heights Blk 335 (CC),Preschool,"Blk 335 Serangoon Ave 3, #01-335, Singapore 550335 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Braddell+Heights+Blk+335/@1.3495176,103.8709978,17z/data=!3m1!4b1!4m6!3m5!1s0x31da17a129efffff:0x7a9c30ef2c217d0a!8m2!3d1.3495176!4d103.8709978!16s%2Fg%2F1ptyvz9rl?entry=ttu",2024-04-11 04:14:01.429188,"5,    4",4.5
PCF Sparkletots Preschool @ Braddell Heights Blk 246 (CC),Preschool,"Blk 246 Serangoon Ave 3, #01-216, Singapore 550246 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Braddell+Heights+Blk+246/@1.3519729,103.8697312,17z/data=!3m1!4b1!4m6!3m5!1s0x31da17d6826eb1d1:0x3ce84521c2885fb3!8m2!3d1.3519729!4d103.8697312!16s%2Fg%2F11jj17ys2q?entry=ttu",2024-04-11 04:13:36.557194,5,5.0
PCF Sparkletots Preschool @ Boon Lay Blk 627 (CC),Preschool,"627 Jurong West Street 65, Block 627 Block 627, Singapore 640627 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots,"https://www.google.com/maps/place/PCF+Sparkletots+@+Boon+Lay+Blk+627/@1.3420621,103.6989134,17z/data=!3m1!4b1!4m6!3m5!1s0x31da0f96b0b00001:0x684fa350ad4174d2!8m2!3d1.3420621!4d103.6989134!16s%2Fg%2F11h7s4bw56?entry=ttu",2024-04-11 04:13:11.617720,5,5.0
PCF Sparkletots Preschool @ Boon Lay Blk 262 (KN),Preschool,"Blk 262 Boon Lay Dr, #01-573, Singapore 640262 ",,https://www.pcf.org.sg/sparkletots,"https://www.google.com/maps/place/PCF+Sparkletots+@+Boon+Lay+Blk+262/@1.3453004,103.7073329,17z/data=!3m1!4b1!4m6!3m5!1s0x31da0fb41b5d2dab:0xd34c8dc444dffc4b!8m2!3d1.3453004!4d103.7073329!16s%2Fg%2F11t05y1bb0?entry=ttu",2024-04-11 04:12:46.381038,"4,    5",4.5
PCF Sparkletots Preschool @ Boon Lay Blk 207 (DS),Preschool,"Blk 207 Boon Lay Pl, #01-215, Singapore 640207 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots,"https://www.google.com/maps/place/PCF+Sparkletots+@+Boon+Lay+Blk+207/@1.3466394,103.7136298,17z/data=!3m1!4b1!4m6!3m5!1s0x31da0fc26fddfaf5:0xae0983ab415ab350!8m2!3d1.3466394!4d103.7136298!16s%2Fg%2F1tk_g6l1?entry=ttu",2024-04-11 04:12:21.665458,"5,    4",4.5
PCF Sparkletots Preschool @ Bishan East-Sin Ming Blk 197 (KN),Preschool,"197 Bishan St. 13, #01-567 Block 197, Singapore 570197 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Bishan+East-Sin+Ming+Blk+197/@1.3485528,103.8503119,17z/data=!3m1!4b1!4m6!3m5!1s0x31da17140b285b39:0x210ea6007d689b3a!8m2!3d1.3485528!4d103.8503119!16s%2Fg%2F1ptxq57pj?entry=ttu",2024-04-11 04:11:56.744995,"5,    5,    5",5.0
PCF Sparkletots Preschool @ Bishan East-Sin Ming Blk 181 (CC),Preschool,"Blk 181 Bishan St. 13, #01-251, Singapore 570181 ",,https://www.pcf.org.sg/sparkletots,"https://www.google.com/maps/place/PCF+Sparkletots+@+Bishan+East-Sin+Ming+Blk+181/@1.3487841,103.8526491,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1739958a253b:0x888ca3cb7dcca9e4!8m2!3d1.3487841!4d103.8526491!16s%2Fg%2F11s225g0rr?entry=ttu",2024-04-11 04:11:31.270461,4,4.0
PCF Sparkletots Preschool @ Bedok Reservoir-Punggol Blk 713 (DS),Kindergarten,"Blk 713 Bedok Reservoir Rd, #01-3960, Singapore 470713 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots,"https://www.google.com/maps/place/PCF+Sparkletots+@+Bedok+Reservoir-Punggol+Blk+713/@1.336814,103.92242,17z/data=!3m1!4b1!4m6!3m5!1s0x31da3d6576531163:0xa5012e7a852b8c72!8m2!3d1.336814!4d103.92242!16s%2Fg%2F11t0542xqt?entry=ttu",2024-04-11 04:11:16.695932,"4,    3,    5",4.0
PCF Sparkletots Preschool @ Bedok Reservoir-Punggol Blk 508 (CC),Preschool,"Blk 508 Hougang Ave 10, #01-93, Singapore 530508 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots,"https://www.google.com/maps/place/PCF+Sparkletots+@+Bedok+Reservoir-Punggol+Blk+508/@1.3716359,103.8884552,17z/data=!3m1!4b1!4m6!3m5!1s0x31da163776255e79:0xe7b81640f70c73b4!8m2!3d1.3716359!4d103.8884552!16s%2Fg%2F1pt_822ww?entry=ttu",2024-04-11 04:10:52.013886,"4,    3,    5",4.0
PCF Sparkletots Preschool @ Bedok Reservoir-Punggol Blk 475C (DS),Preschool,"Blk 475C Upper Serangoon Cres, #01-547, Singapore 533475 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Bedok+Reservoir-Punggol+Blk+475C/@1.3754551,103.8999413,17z/data=!3m1!4b1!4m6!3m5!1s0x31da163b0020d4f7:0x99be95d21f2cc25d!8m2!3d1.3754551!4d103.8999413!16s%2Fg%2F11j1hxfmn4?entry=ttu",2024-04-11 04:10:37.894986,3,3.0
PCF Sparkletots Preschool @ Bedok Reservoir-Punggol Blk 470C (CC),Preschool,"Blk 470C Upper Serangoon Cres, #01-352, Singapore 533470 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots,"https://www.google.com/maps/place/PCF+Sparkletots+@+Bedok+Reservoir-Punggol+Blk+470C/@1.3786031,103.9009412,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1717954f4f61:0x6fba5ce7eb5d61d3!8m2!3d1.3786031!4d103.9009412!16s%2Fg%2F11sx2mc6b4?entry=ttu",2024-04-11 04:10:23.374312,3,3.0
PCF Sparkletots Preschool @ Bedok Reservoir-Punggol Blk 414 (DS),Day care center,"Blk 414 Hougang Ave 10, #01-1256, Singapore 530414 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Bedok+Reservoir-Punggol+Blk+414/@1.3751984,103.8962356,17z/data=!3m1!4b1!4m6!3m5!1s0x31da16399a0cde05:0xf3501075077713b0!8m2!3d1.3751984!4d103.8962356!16s%2Fg%2F1ptzvn354?entry=ttu",2024-04-11 04:09:58.935390,3,3.0
PCF Sparkletots Preschool @ Bedok Blk 30 (DS),Preschool,"No. 30, New Upper Changi Road, #01-812, Bedok Education Centres, 461030, 461030 ",,,"https://www.google.com/maps/place/Pap+Community+Foundation/@1.3241445,103.935457,17z/data=!3m1!4b1!4m6!3m5!1s0x31da22b50f65597f:0xe1212bd206800887!8m2!3d1.3241445!4d103.935457!16s%2Fg%2F1ptwf8nzd?entry=ttu",2024-04-11 04:09:44.126112,4,4.0
PCF Sparkletots Preschool @ Ayer Rajah-Gek Poh Blk 750 (KN),Preschool,"Blk 750 Jurong West Street 73, #01-169, Singapore 640750 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots,"https://www.google.com/maps/place/PCF+Sparkletots+@+Ayer+Rajah-Gek+Poh+Blk+750/@1.3480056,103.6992901,17z/data=!3m1!4b1!4m6!3m5!1s0x31da0fbdd0682d4b:0x67168b67f08c5594!8m2!3d1.3480056!4d103.6992901!16s%2Fg%2F1tgjz44l?entry=ttu",2024-04-11 04:09:30.276528,4,4.0
PCF Sparkletots Preschool @ Ayer Rajah-Gek Poh Blk 748 (CC),Day care center,"Blk 748 Jurong West Street 73, #01-125, Singapore 640748 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots,"https://www.google.com/maps/place/PCF+Sparkletots+@+Ayer+Rajah-Gek+Poh+Blk+748/@1.3475751,103.7002942,17z/data=!3m1!4b1!4m6!3m5!1s0x31da0fbdcff001bf:0xfa4046c75ba78584!8m2!3d1.3475751!4d103.7002942!16s%2Fg%2F1ptzlk9ww?entry=ttu",2024-04-11 04:09:15.897859,4,4.0
PCF Sparkletots Preschool @ Ayer Rajah-Gek Poh Blk 48 (DS),Preschool,"Blk 48 Teban Gardens Rd, #01-248, Singapore 600048 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots,"https://www.google.com/maps/place/PCF+Sparkletots+@+Ayer+Rajah-Gek+Poh+Blk+48/@1.3204891,103.7400859,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1aaf7a58d1ad:0xf5b8527af21c195b!8m2!3d1.3204891!4d103.7400859!16s%2Fg%2F1ptz86j4t?entry=ttu",2024-04-11 04:09:02.129124,4,4.0
PCF Sparkletots Preschool @ Ayer Rajah-Gek Poh Blk 41 (CC),Preschool,"Blk 41 Teban Gardens Rd, #01-352, Singapore 600041 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots,"https://www.google.com/maps/place/PCF+Sparkletots+@+Ayer+Rajah-Gek+Poh+Blk+41/@1.3216011,103.7409092,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1aa5f13f57ad:0x92a12ff101a5d227!8m2!3d1.3216011!4d103.7409092!16s%2Fg%2F11f3x4z4m1?entry=ttu",2024-04-11 04:08:48.227968,4,4.0
PCF Sparkletots Preschool @ Ayer Rajah-Gek Poh Blk 276D (KN),Day care center,"Blk 276D Jurong West Street 25, #01-11, Singapore 644276 ",,http://pcf.org.sg/sparkletots,"https://www.google.com/maps/place/PCF+Sparkletots+@+Ayer+Rajah-Gek+Poh+Blk+276D/@1.3536146,103.7044599,17z/data=!3m1!4b1!4m6!3m5!1s0x31da0fb9a39f9769:0x8cad4bf7b56d4ac5!8m2!3d1.3536146!4d103.7044599!16s%2Fg%2F1pv2bszx1?entry=ttu",2024-04-11 04:08:22.929923,4,4.0
PCF Sparkletots Preschool @ Ayer Rajah-Gek Poh Blk 275A (CC),Day care center,"275A Jurong West Street 25, Block 275A, Singapore 641275 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Ayer+Rajah-Gek+Poh+Blk+275A/@1.352374,103.702189,17z/data=!3m1!4b1!4m6!3m5!1s0x31da0fb91a6451f7:0x15abe794a6353d7e!8m2!3d1.352374!4d103.702189!16s%2Fg%2F11f3x4yg33?entry=ttu",2024-04-11 04:07:58.372152,"5,    5",5.0
PCF Sparkletots Preschool @ Ang Mo Kio-Hougang Blk 937 (CC),Preschool,"Hougang St. 92, #01-77 Block 937, Singapore 530937 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots,"https://www.google.com/maps/place/PCF+Sparkletots+@+Ang+Mo+Kio-Hougang+Blk+937/@1.3747697,103.8793727,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1645317aaaab:0x11c683bb40e58488!8m2!3d1.3747697!4d103.8793727!16s%2Fg%2F1ptx0l0qg?entry=ttu",2024-04-11 04:07:43.769899,"3,    5,    4,    5",4.25
PCF Sparkletots Preschool @ Ang Mo Kio-Hougang Blk 642 (CC),Preschool,"Blk 642 Hougang Ave 8, #01-195, Singapore 530642 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots,"https://www.google.com/maps/place/PCF+Sparkletots+@+Ang+Mo+Kio-Hougang+Blk+642/@1.3716913,103.8800069,17z/data=!3m1!4b1!4m6!3m5!1s0x31da173f3c7f52f3:0x548d5cfb94e47f24!8m2!3d1.3716913!4d103.8800069!16s%2Fg%2F11hz29z_v8?entry=ttu",2024-04-11 04:07:29.848628,"3,    5,    4,    5",4.25
PCF Sparkletots Preschool @ Ang Mo Kio-Hougang Blk 535 (DS),Kindergarten,"Blk 535 Hougang St 52, #01-18, Singapore 530535 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots,"https://www.google.com/maps/place/PCF+Sparkletots+@+Ang+Mo+Kio-Hougang+Blk+535/@1.3765439,103.8901954,17z/data=!3m1!4b1!4m6!3m5!1s0x31da17f4ccea3323:0x40861934e056957e!8m2!3d1.3765439!4d103.8901954!16s%2Fg%2F11sx2jd12j?entry=ttu",2024-04-11 04:07:15.580733,"3,    5,    4,    5",4.25
