Preschool_Name,Comment,Sentiment,Noun
Ace @ Work Childcare Pte Ltd (CCK 757),Child care centre and preschool educational centres with curriculum specially designed for uniquely holistic comprehensive approach. Caring skillful professional warm teachings for future generations. Conveniently located at Limbang neighborhood Hartland with walking distance to MRT station and bus stations. Plenty of local delights shopping banking and amenities nearby. Friendly fast attentive cosy comfy welcoming ambience for students teacher families locals visitors and Expats.,0.26571428571428574,"[('centre', 2), ('station', 2), ('child', 1), ('care', 1), ('curriculum', 1), ('approach', 1), ('teaching', 1), ('generation', 1), ('neighborhood', 1), ('distance', 1), ('bus', 1), ('plenty', 1), ('shopping', 1), ('banking', 1), ('amenity', 1), ('ambience', 1), ('student', 1), ('teacher', 1), ('family', 1), ('visitor', 1), ('expat', 1)]"
Ace @ Work Childcare Pte Ltd (CCK 757)," Hats off to all teachers, assistant teachers and principal. They are doing a great job in nurturing and providing the structure and guidance my kids need. The level of feedback and overall parents-teacher communication is impressive. I am contended and at peace to know that both my children are in good hands. Thank you so much for your dedication and love you all are putting in for our kids.",0.5333333333333333,"[('teacher', 3), ('kid', 2), ('hat', 1), ('assistant', 1), ('principal', 1), ('job', 1), ('structure', 1), ('level', 1), ('feedback', 1), ('parent', 1), ('communication', 1), ('peace', 1), ('child', 1), ('hand', 1), ('dedication', 1)]"
Ace @ Work Childcare Pte Ltd (CCK 757)," Been with the centre for 4years. My daughter enter the school with speech delay. The principal, teachers and assistant teachers, even the aunties are very approachable, very patience, helpful and willing to go extra miles with her. They have make her excitedly want to go to school happily without any doubts. Highly recommended centre!",0.28928571428571426,"[('centre', 2), ('school', 2), ('teacher', 2), ('daughter', 1), ('speech', 1), ('delay', 1), ('principal', 1), ('auntie', 1), ('patience', 1), ('mile', 1), ('doubt', 1)]"
Ace @ Work Childcare Pte Ltd (CCK 757), School principal and teacher are very,0.2,"[('school', 1), ('principal', 1), ('teacher', 1)]"
Ace @ Work Childcare Pte Ltd (CCK 757),nice and amazing. Our son is learning a lot and is always excited to go to school even though he,0.525,"[('son', 1), ('lot', 1), ('school', 1)]"
Ace @ Work Childcare Pte Ltd (CCK 757),started attending from K1. Thanks for making his learning experience full of fun and interesting.,0.3375,"[('thank', 1), ('learning', 1), ('experience', 1), ('fun', 1)]"
Ace @ Work Childcare Pte Ltd (CCK 757)," A great school with a great teachers and principle. I have no regrets sending all my 3 kids (1 upcoming next year) to ACE @ work cc 757. Prompt updates was always given and shared, so mummies thinking of sending ur kids here, go ahead...thumbs up for Ace @Work 757!!!",0.41250000000000003,"[('kid', 2), ('school', 1), ('teacher', 1), ('principle', 1), ('regret', 1), ('year', 1), ('work', 1), ('update', 1), ('mummy', 1)]"
Ace @ Work Childcare Pte Ltd (CCK 757), Wonderful team of teachers looking into individual needs of each child both Physically & Mentally. Nurturing them well and creative teaching. Tremendous change in our children academically and socially. We're glad we made the right choice in enrolling our children in ACE@Works.,0.35986394557823126,"[('child', 3), ('team', 1), ('teacher', 1), ('need', 1), ('teaching', 1), ('change', 1), ('choice', 1)]"
Ace @ Work Childcare Pte Ltd (CCK 757)," Very happy with the Principle and Teacher's All are very friendly and helpful My toddler now turn 2 years old We do enjoy ace @wrk The school has teach my son's to grow and learn his journey there . My son enjoy everyday the moment at school with teacher's and friend's Thx u so much ace@wrk For being with my son's all this while Excellent great service Principle and teacher's 👍,",0.4652777777777778,"[('teacher', 3), ('son', 3), ('school', 2), ('toddler', 1), ('year', 1), ('journey', 1), ('moment', 1), ('friend', 1), ('service', 1)]"
Ace @ Work Childcare Pte Ltd (CCK 757),"It is a place filled with true love for children from 18 month to 6 years old, teachers and aunties and principal are doing a great job, nurturing and educating our lovely babies, often come up with updated events for children and parents to enjoy a family activities. This is a great school if you are planning for your next generation to be in.",0.4277777777777778,"[('child', 2), ('place', 1), ('love', 1), ('month', 1), ('year', 1), ('teacher', 1), ('auntie', 1), ('principal', 1), ('job', 1), ('baby', 1), ('event', 1), ('parent', 1), ('family', 1), ('activity', 1), ('school', 1), ('generation', 1)]"
Ace @ Work Childcare Pte Ltd (CCK 757)," Ace@Work CCK 757 Teachers are patient and supporting to my kid and now she is improving in all sectors such as communication, motor skills, coordination within group Now enrolling for her younger sister for N1 class next year Recommend this preschool is splendid,",0.2166666666666667,"[('kid', 1), ('sector', 1), ('communication', 1), ('motor', 1), ('skill', 1), ('coordination', 1), ('group', 1), ('sister', 1), ('class', 1), ('year', 1), ('preschool', 1)]"
Ace @ Work Childcare Pte Ltd (CCK 757),"Safe and cozy environment; interesting and engaging curriculum, coupled with thoughtful and attentive principle, teachers & aunties. The school is like a big family; if you are looking for a school that not only educate but nurture your child, this is the place to go to!",0.25,"[('school', 2), ('environment', 1), ('curriculum', 1), ('principle', 1), ('teacher', 1), ('auntie', 1), ('family', 1), ('child', 1), ('place', 1)]"
Ace @ Work Childcare Pte Ltd (CCK 757)," Centre Teachers are great! No complaints. Will be enrolling my 2nd child here too once he turns 18months. (:,",0.5,"[('complaint', 1), ('child', 1)]"
Ace @ Work Childcare Pte Ltd (CCK 757),"My child was enrolled in N2 school, and K2 was about to end in a blink of an eye. At first,",0.25,"[('child', 1), ('school', 1), ('blink', 1), ('eye', 1)]"
Ace @ Work Childcare Pte Ltd (CCK 757),"I was worried that I would not adapt, but gradually I found that my child is happy to go to school every day. Every teacher is very responsible. Of course, the children have learned a lot and are very confident in speaking and doing. When they get home, they will show their performance lessons to their parents. They also have relatively in-depth learning in Chinese and English. Thank you very much for the teacher's course arrangement and meticulous care.",0.2814285714285714,"[('child', 2), ('teacher', 2), ('school', 1), ('day', 1), ('lot', 1), ('performance', 1), ('lesson', 1), ('parent', 1), ('depth', 1), ('learning', 1), ('course', 1), ('arrangement', 1), ('care', 1)]"
Ace @ Work Childcare Pte Ltd (CCK 757), My children learned a lot while in daycare. The teachers are also very responsible and give parents a lot of help. It makes us feel relieved to work outside. Thank you teacher for your hard work and guidance over the past few years. I am very grateful.,-0.04694444444444445,"[('lot', 2), ('teacher', 2), ('child', 1), ('daycare', 1), ('parent', 1), ('help', 1), ('work', 1), ('year', 1)]"
Ace @ Work Childcare Pte Ltd (Cashew Heights),"The teachers provide a fun and enjoyable learning experience for the kids. Especially Jing Laoshi,",0.26666666666666666,"[('teacher', 1), ('fun', 1), ('experience', 1), ('kid', 1)]"
Ace @ Work Childcare Pte Ltd (Cashew Heights),"Ms Nicia,",0.0,[]
Ace @ Work Childcare Pte Ltd (Cashew Heights),Han Laoshi and Ms Iris. They are always planning enriching activities for the children. They take great effort in organising events that parents can take part too. Their hard work and heart work can be seen in the K2 graduation concert where they patiently guided the children for months to put up an amazing performance. Thank you teachers and staff at Ace@Work Cashew Heights!,0.41944444444444445,"[('child', 2), ('work', 2), ('activity', 1), ('effort', 1), ('event', 1), ('parent', 1), ('heart', 1), ('graduation', 1), ('concert', 1), ('month', 1), ('performance', 1), ('teacher', 1), ('staff', 1)]"
Ace @ Work Childcare Pte Ltd (Cashew Heights), My son has been attending this preschool for 1 year (PG last year and now N1),0.0,"[('year', 2), ('son', 1), ('preschool', 1)]"
Ace @ Work Childcare Pte Ltd (Cashew Heights)," and we have been so blessed with teachers who genuinely care about the kids. We can share with them our concerns about our son and they are very willing to help out. We are truly grateful each day, and we have peace of mind knowing that our son is in good hands.",0.47500000000000003,"[('son', 2), ('teacher', 1), ('kid', 1), ('concern', 1), ('day', 1), ('peace', 1), ('mind', 1), ('hand', 1)]"
Ace @ Work Childcare Pte Ltd (Cashew Heights)," My son is visibly happier in this school. When he accidentally wet himself, teacher Pat chose very kind words to remind him to tell her in future if he needs to pee. In a previous school. The teacher would scold him and pressure us parents to either toilet train him asap or put him back on diapers. The choice of words has a significant impact on a child's mind and confidence. ACE",0.12214285714285715,"[('school', 2), ('teacher', 2), ('word', 2), ('son', 1), ('future', 1), ('parent', 1), ('toilet', 1), ('diaper', 1), ('choice', 1), ('impact', 1), ('child', 1), ('mind', 1), ('confidence', 1)]"
Ace @ Work Childcare Pte Ltd (Cashew Heights),@ Cashew Crescent has done a fantastic job of this and we are grateful.,0.4,"[('job', 1)]"
Ace @ Work Childcare Pte Ltd (Cashew Heights),Post 1 year update. I enrolled my daughter in this school as well. I believe her teachers Ms Jing Xiao Qian and Miss Nicia have guided Sophia to being herself and allowing her talents to come alive. Miss Jing and Miss Nicia are truly dedicated to bringing out the best not just in my kids but in the whole class as well. They spent countless hours in making all these beautiful decorations for Sophia's graduation ceremony and making an unforgettable experience for the children and parents.,0.4071428571428571,"[('post', 1), ('year', 1), ('update', 1), ('daughter', 1), ('school', 1), ('teacher', 1), ('talent', 1), ('kid', 1), ('class', 1), ('hour', 1), ('decoration', 1), ('graduation', 1), ('ceremony', 1), ('experience', 1), ('child', 1), ('parent', 1)]"
Ace @ Work Childcare Pte Ltd (Cashew Heights),"I should state that I write this as a typical young parent with the same stresses as every other young parent and I can tell u that Miss Jing ,",-0.01833333333333333,"[('parent', 2), ('stress', 1)]"
Ace @ Work Childcare Pte Ltd (Cashew Heights),"Miss Nicia , all ACE teachers are very well led by the principal Miss Iris Lee. They focus on building confidence in the kids and guiding them to be themselves.",0.2,"[('teacher', 1), ('principal', 1), ('confidence', 1), ('kid', 1)]"
Ace @ Work Childcare Pte Ltd (Cashew Heights),"I have first hand experience sending my kids to My First Skool and I boldy state that I regret sending my kids to My First Skool. The teachers I encountered were robotic and dogmatic to the point of criticizing and almost bullying children who lag behind. After sending my kids to ACE @ Cashew. I observed a big difference in my children. They are happier and more willing to be themselves and imagine without boundaries. I believe Ms Iris Lee,",0.125,"[('kid', 3), ('child', 2), ('hand', 1), ('experience', 1), ('state', 1), ('teacher', 1), ('point', 1), ('difference', 1), ('boundary', 1)]"
Ace @ Work Childcare Pte Ltd (Cashew Heights),Miss Jing and Miss Nicia and all the other ACE teachers have played an instrumental role in allowing this to happen.,-0.125,"[('teacher', 1), ('role', 1)]"
Ace @ Work Childcare Pte Ltd (Cashew Heights),I am writing this review more to express my gratitude to this wonderful group of teachers and share my experience with other young parents.,0.36875,"[('review', 1), ('gratitude', 1), ('group', 1), ('teacher', 1), ('experience', 1), ('parent', 1)]"
Ace @ Work Childcare Pte Ltd (Cashew Heights)," My daughter has been sent to this preschool in K1. The principal Iris and teacher Jing and teacher Nica are very nice and supportive whenever I has any queries. The Table Tennis teacher Tang is very good at teaching Children to make fun of pingpang,",0.6224999999999999,"[('teacher', 3), ('daughter', 1), ('preschool', 1), ('query', 1), ('child', 1), ('fun', 1)]"
Ace @ Work Childcare Pte Ltd (Cashew Heights),This is amazing class! Super good.,0.5944444444444444,"[('class', 1)]"
Ace @ Work Childcare Pte Ltd (Cashew Heights)," Our daughter started in the playgroup when she was 26 months old. The wonderful and caring ACE@Work (Cashew Heights) team was there holding our hands through the whole transition. Our now 3 year-old is thriving and has achieved so many of his milestones. With the assistance of every staff member, we believe that our daughter will continue to develop and enhance her social and emotional wellbeing and physical development. We absolutely adore the educators at ACE@Work (Cashew Heights). So glad to have found ACE@Work (Cashew Heights)!",0.2953703703703704,"[('daughter', 2), ('playgroup', 1), ('month', 1), ('team', 1), ('hand', 1), ('transition', 1), ('year', 1), ('milestone', 1), ('assistance', 1), ('staff', 1), ('member', 1), ('wellbeing', 1), ('development', 1), ('educator', 1)]"
Ace @ Work Childcare Pte Ltd (Cashew Heights)," We made the right decision to move our firstborn over to Ace@Work (cashew heights) from another childcare just before he started N1! The teachers here are encouraging,patient, loving and meticulous! Happy to see my now 5yo enjoying himself in school everyday.",0.44142857142857145,"[('decision', 1), ('cashew', 1), ('height', 1), ('childcare', 1), ('teacher', 1), ('school', 1)]"
Ace @ Work Childcare Pte Ltd (Cashew Heights)," First time placing my child at a childcare centre (Cashew Heights) due to work. Was in doubt and scared at first but after few days of sending him as a trial with the help of amazing teachers, he had much fun and looking forward to go to school every morning. Location wise is great as it is located inside a condominium, there are amenities that avail for children to explore. Two thumbs up 👍 👍,",0.321875,"[('child', 2), ('time', 1), ('childcare', 1), ('centre', 1), ('work', 1), ('doubt', 1), ('day', 1), ('trial', 1), ('help', 1), ('teacher', 1), ('fun', 1), ('school', 1), ('morning', 1), ('location', 1), ('condominium', 1), ('amenity', 1), ('thumb', 1)]"
Ace @ Work Childcare Pte Ltd (Cashew Heights),"It's a nice, cozy, childcare centre residing within the compound of cashew heights. Being inside a condominium, the environment feels safer for young kids with lesser passerby . The teachers are also caring and patient and the ratio between teacher and student is good,",0.24,"[('teacher', 2), ('childcare', 1), ('centre', 1), ('compound', 1), ('cashew', 1), ('height', 1), ('condominium', 1), ('environment', 1), ('kid', 1), ('passerby', 1), ('ratio', 1), ('student', 1)]"
Ace @ Work Childcare Pte Ltd (Cashew Heights),"Best decision ever to enrol my son here since N2. My kid loves the friendly environment and the interaction with classmates. Teachers are caring and helpful too. Special thanks to Miss Iris,",0.4830357142857143,"[('decision', 1), ('son', 1), ('kid', 1), ('environment', 1), ('interaction', 1), ('classmate', 1), ('teacher', 1), ('thank', 1)]"
Ace @ Work Childcare Pte Ltd (Cashew Heights),Ms Xu and Ms Sharine !,0.0,"[('m', 1)]"
Ace @ Work Childcare Pte Ltd (Cashew Heights), The teachers take care the kid very nice and patiently play and teach with them. Kids are growing up under lovely environment.,0.64,"[('kid', 2), ('teacher', 1), ('environment', 1)]"
Ace @ Work Childcare Pte Ltd (Cashew Heights), School is located within Cashew Height estate which has amber greenery and space for children to explore and interact after school time.,0.0,"[('school', 2), ('estate', 1), ('greenery', 1), ('space', 1), ('child', 1), ('time', 1)]"
Ace @ Work Childcare Pte Ltd (Cashew Heights)," No response,",0.0,"[('response', 1)]"
Ace @ Work Childcare Pte Ltd (Cashew Heights),"My two children are in Ace @ Work Childcare (Cashew Heights). Teacher jing,",0.0,"[('child', 1), ('teacher', 1), ('jing', 1)]"
Ace @ Work Childcare Pte Ltd (Cashew Heights),"Miss Nicia,",0.0,[]
Ace @ Work Childcare Pte Ltd (Cashew Heights),"Ms Sherine, xu lao shi, and other teachers are all very friendly and patient. My children have made rapid progress under the teachers' education, and their Chinese and English have improved significantly. They like the teachers and the school very much. My child is about to graduate and I am really reluctant to leave. The school's management is also very flexible and effective, for example, children are allowed to drink milk prepared by themselves. Teachers also use appropriate methods when dealing with children's problems. In the recent graduation performance, the children's performances were very good, and I really felt the dedication of all the teachers, especially Teacher Jing and Miss Nicia. My heartfelt thanks to the principal Miss Iris and every teacher here!",0.24109375,"[('teacher', 6), ('child', 5), ('school', 2), ('performance', 2), ('progress', 1), ('education', 1), ('management', 1), ('example', 1), ('milk', 1), ('method', 1), ('problem', 1), ('graduation', 1), ('dedication', 1), ('thank', 1), ('principal', 1)]"
Ace @ Work Childcare Pte Ltd (Cashew Heights)," When we first moved to Dairy Farm two years ago, we were looking for a kindergarten for our son. The nearby kindergartens were either full or not satisfactory to me. Later I found this low-key kindergarten (it was in an apartment complex, and there was very little information about this kindergarten on the Internet at the time). My son has been in this kindergarten for two years. Facts have proved that choosing this kindergarten is very wise. The kindergarten is located in an apartment with a beautiful environment, isolated from the noise and pollution of the main highway. There are many windows, which can keep the air flowing well, and parents can also watch the children attending classes and playing outside the window. The teachers are very, very friendly. The children learned a lot in school and learned Chinese very well! Now that my son K2 is about to graduate,",0.24772435897435893,"[('kindergarten', 7), ('son', 3), ('year', 2), ('apartment', 2), ('window', 2), ('child', 2), ('key', 1), ('complex', 1), ('information', 1), ('internet', 1), ('time', 1), ('fact', 1), ('environment', 1), ('noise', 1), ('pollution', 1), ('highway', 1), ('air', 1), ('parent', 1), ('class', 1), ('teacher', 1), ('lot', 1), ('school', 1)]"
Ace @ Work Childcare Pte Ltd (Cashew Heights),"I really can’t bear to leave this kindergarten! So I leave a message here specifically to thank the teachers for their hard work, especially Jing Laoshi who has been teaching my son. I also hope that the school will get better and better. 👍,",0.19166666666666665,"[('kindergarten', 1), ('message', 1), ('teacher', 1), ('work', 1), ('son', 1), ('school', 1)]"
Ace @ Work Childcare Pte Ltd (Cashew Heights),"My son has been sent to this nursery since he was 18 months old. Because my son is quite sensitive, he cries every time he goes to school. The teachers at the school are very patient in comforting my child every day. Children learn a lot of knowledge in school and develop many good habits. He is now almost three years old, and he has been tidying up the toys he has played with at home every day. He said that the school teacher told him to clean up the toys before leaving after playing with them! When you see garbage at home or outside, find a trash can and throw it away. Thank you teacher for your teaching!",0.2697916666666667,"[('school', 4), ('teacher', 3), ('son', 2), ('child', 2), ('day', 2), ('toy', 2), ('home', 2), ('nursery', 1), ('month', 1), ('time', 1), ('lot', 1), ('knowledge', 1), ('habit', 1), ('year', 1), ('garbage', 1), ('trash', 1), ('teaching', 1)]"
Ace @ Work Childcare Pte Ltd (703 Choa Chu Kang St 53),"I transfered my child to another school due to personal reasons. Despite requesting a transfer certificate, it hasn't been provided. I'm struggling to understand why a transfer certificate cannot be issued when all dues are fully paid. I found, the new principal to be a bit less cooperative. Experienced the same in many other instances (Reason for low rating)",0.1132996632996633,"[('reason', 2), ('transfer', 2), ('certificate', 2), ('child', 1), ('school', 1), ('due', 1), ('principal', 1), ('bit', 1), ('instance', 1), ('rating', 1)]"
Ace @ Work Childcare Pte Ltd (703 Choa Chu Kang St 53),"Nonetheless,",0.0,[]
Ace @ Work Childcare Pte Ltd (703 Choa Chu Kang St 53),"I want to acknowledge the positive experience with teachers April and Zhu Laoshi, as well as the former principal,",0.11363636363636363,"[('experience', 1), ('teacher', 1), ('principal', 1)]"
Ace @ Work Childcare Pte Ltd (703 Choa Chu Kang St 53),"Ms. Chew, who recently left the school. These teachers and the former principal consistently showed exceptional support and care,",0.22916666666666666,"[('school', 1), ('teacher', 1), ('principal', 1), ('support', 1), ('care', 1)]"
Ace @ Work Childcare Pte Ltd (703 Choa Chu Kang St 53),We so happy with your service. All I can say is thank you.,0.8,"[('service', 1)]"
Ace @ Work Childcare Pte Ltd (703 Choa Chu Kang St 53),You and your team have fostered a sense of belonging and community for my little ones. They,-0.1875,"[('team', 1), ('sense', 1), ('community', 1), ('one', 1)]"
Ace @ Work Childcare Pte Ltd (703 Choa Chu Kang St 53),"always look forward to going to school🌸🌸🌸so grateful to have found a school like yours. …,",0.0,"[('school', 2)]"
Ace @ Work Childcare Pte Ltd (703 Choa Chu Kang St 53),My son just joined this school on the 2nd week of Jul 2022 but amazingly his progressive improvement is out of our expectations.,0.30000000000000004,"[('son', 1), ('school', 1), ('week', 1), ('improvement', 1), ('expectation', 1)]"
Ace @ Work Childcare Pte Ltd (703 Choa Chu Kang St 53),"As I know schools have a lot of different types of Lego even our house also has a lot but never seen him could do it alone. Thanks to Teacher's guidance and take care. Also,",0.1,"[('lot', 2), ('school', 1), ('type', 1), ('house', 1), ('thank', 1), ('teacher', 1), ('guidance', 1), ('care', 1)]"
Ace @ Work Childcare Pte Ltd (703 Choa Chu Kang St 53),"Thanks to Teacher Chew quick response and update on parents' news or school activities,",0.26666666666666666,"[('thank', 1), ('teacher', 1), ('response', 1), ('update', 1), ('parent', 1), ('news', 1), ('school', 1), ('activity', 1)]"
Ace @ Work Childcare Pte Ltd (703 Choa Chu Kang St 53),"My daughter have been with the school for almost a year now and she’s been loving school. Her teachers,",0.6,"[('school', 2), ('daughter', 1), ('year', 1), ('teacher', 1)]"
Ace @ Work Childcare Pte Ltd (703 Choa Chu Kang St 53),"Yu Loashi and Teacher Diya are one of the many reasons she love going to school. Other than being gentle and soft spoken to the kids, they’re also seen always so loving and caring. Yu Laoshi is always so bubbly and cheerful and Teacher Diya is so motherly. I appreciate the welcome greetings in the morning from all the teachers no matter which class they were from and I love the warm welcoming energy the school have. I must also compliment the Principal,",0.4074999999999999,"[('school', 2), ('teacher', 2), ('reason', 1), ('kid', 1), ('bubbly', 1), ('greeting', 1), ('morning', 1), ('class', 1), ('energy', 1), ('principal', 1)]"
Ace @ Work Childcare Pte Ltd (703 Choa Chu Kang St 53),"Ms Chew for putting in the effort together with the school, to come up with lots of activities and celebration for the kids. I really love the recent sports day that was held. Activities involving families is something I cherish. It’s something I get to do with my kid and the school. The school does not only have kind and loving teachers but their cook and cleaning aunties are also very nice and friendly. My daughter loves talking about Aunty Wong. And whenever we see Aunty Wong before entering school, she’ll make small conversations with my daughter and she’ll get so excited. That’s something I appreciate as it builds up my daughter’s energy making her excited for school. I’ve seen Aunty Wong playing with my daughter and other kids a lot of times too and that is really nice, knowing that the kids are always entertaining and well taken care of ♥️,",0.3330769230769231,"[('school', 5), ('kid', 4), ('daughter', 4), ('lot', 2), ('activity', 2), ('effort', 1), ('celebration', 1), ('sport', 1), ('day', 1), ('family', 1), ('teacher', 1), ('cook', 1), ('cleaning', 1), ('auntie', 1), ('conversation', 1), ('energy', 1), ('time', 1), ('care', 1)]"
