Comment,Sentiment,Topic_Number,Word,Preschool_Name
"""Gives me more understanding how to read and communicate with my boys. Makes reading fun. Asking questions to make them tell us more. Very valuable workshop. Thanks Ms Diana.",0.33999999999999997,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindChamps Reading @ Punggol Northshore
"Great sharing session, more knowledge on how we could communicate with our children",0.65,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindChamps Reading @ Punggol Northshore
"Awesome talk by Ms Diana, the love for reading as a journey with our child.",0.75,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindChamps Reading @ Punggol Northshore
Very Detailed and structure sharing session at the centre.,0.52,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindChamps Reading @ Punggol Northshore
Very impressive program!,1.0,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindChamps Reading @ Punggol Northshore
"Impressive presentation""",1.0,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindChamps Reading @ Punggol Northshore
"""I am satisfied how MindChamps helps my child develop his writing skills. He started attending sessions at the age of 6. The management introduce to us their curriculum which we are really impressed because it is inclined with MOE English curriculum standards. Their Writing Tool Box is effective because we can see how our son improves his writing composition. His passion in English writing grows fonder with the help of his teachers at MindChamps and I am running out of words to thank them for their effort.",0.42000000000000004,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindChamps Reading & Writing Programme @ Westgate
"Admin staff attitude really really really very very very lousy. As 3 years loyalty customer, I'm really disappointed, especially the Indian staff, really no manner, hand up the phone during my talking time. She always tell lie to me, and even can said ""I never tell lie in my life"". I don't know how this kind of admin handle parents.",-0.18,Topic 1,"['school', 'child', 'time', 'teacher', 'centre', 'day', 'parent', 'son', 'month', 'kid', 'bad', 'baby', 'principal', 'cry', 'send', 'like', 'know', 'money', 'enrol', 'feel']",MindChamps Reading & Writing Programme @ Westgate
"Never too old to learn. Start young.""",0.1,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindChamps Reading & Writing Programme @ Westgate
"""Best student care ever, passionate teachers and is very well organised. Thanks so much Ethan and team for the support you rendered to us!",0.31999999999999995,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindSpace @ Central Plaza (Tiong Bahru) | After School Student Care for P1-P5 | MindChamps Enrichment & PSLE for P1-P6
"A life of learning starts with a teacher. We were glad to make the decision to join Mindschamp@Central Plaza halfway through our daughter's P2 journey. Under Mr Ethan's leadership, we cant help but notice the teachers whom work so hard and care for the kids with dedication. It’s lovely to see your positive presence as you greet the parents everytime when we arrived to pick our daughter. Our daughter had made tremendous improvement under the guidance of her teachers putting in a lot of patience and encouraging her to have confidence in herself.",0.2537878787878788,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindSpace @ Central Plaza (Tiong Bahru) | After School Student Care for P1-P5 | MindChamps Enrichment & PSLE for P1-P6
My son loves the environment and the teachers. He has improved a lot socially and academically. The centre do look at a full rounded approach in developing our son and have close support with us as parents to co partner in our kid growth.,0.19166666666666665,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindSpace @ Central Plaza (Tiong Bahru) | After School Student Care for P1-P5 | MindChamps Enrichment & PSLE for P1-P6
"Dear MindSpace Central Plaza (Tiong Bharu), I wanted to take a moment to express my heartfelt gratitude for all the care and support you have provided to my child. From the very first day, it was evident that your centre is a special place where every child is valued and nurtured. The dedication and commitment of the staff members have made a significant impact on my child’s growth and development. Your team's passion for education and their genuine concern for the well-being of the students have created a safe and nurturing environment. It has been remarkable to witness my child’s progress and confidence grow under your guidance. Your constant communication and regular updates have kept me informed about my child's progress and allowed me to have a peaceful mind while at work 😊. Please extend my gratitude to each member of your dedicated team – Teacher Jowie, Mei Ying, Andrew, Huai Wen, and Miss Ann. Your patience, encouragement, and positive attitude have made a lasting impact on my child's life. Thank you once again for all that you do. MindSpace Central Plaza (Tiong Bharu) has made a significant difference in my child’s life (and both mommy & daddy), and I am truly grateful 😊😊😊",0.23808847402597402,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindSpace @ Central Plaza (Tiong Bahru) | After School Student Care for P1-P5 | MindChamps Enrichment & PSLE for P1-P6
"I enrolled my girl in MindSpace@ Central Plaza when I learnt that their daily program included enrichment classes. It frees up the weekend for my girl to do sports and music. My girl is well taken care of by the team of caring staff and dedicated teachers. She loves the food at Mindspace. We are looking forward to see more greatness in her as she progresses Pri 2 next year. Location is also very accessible, just a short walk from Tiong Bahru MRT Station. I strongly recommend MindSpace @ Central Plaza as the student care of choice.""",0.17760416666666667,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindSpace @ Central Plaza (Tiong Bahru) | After School Student Care for P1-P5 | MindChamps Enrichment & PSLE for P1-P6
"""Teachers are patient and responsible. They has a great bond with the child and create an engaging learning environment. My child is having a great time in the center. Not to mentioned the great food variety that cater to taste bud of the kid. All in all a great space for the little champs.",0.4390625,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindSpace @ Midview City (Bishan) | After School Student Care for P1-P5 | Powered By MindChamps
"Mindspace impresses with its nurturing environment and dedicated staff. The facility prioritises safety and engages children with creative activities, fostering both cognitive and emotional development. Parents appreciate the transparent communication and personalised care plans. Mindspace stands out as a trusted choice for families seeking a supportive early childhood experience.",0.275,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindSpace @ Midview City (Bishan) | After School Student Care for P1-P5 | Powered By MindChamps
"The centre is well equipped (eg nicely furnished classroom, indoor playground and water park) coupled with specially designed curriculum and teaching methods, providing the champs with a conducive learning environment. In addition, there is constant engagement from a dedicated team of administrative and teaching staffs on the happenings and update on the champs.",0.319047619047619,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindSpace @ Midview City (Bishan) | After School Student Care for P1-P5 | Powered By MindChamps
My daughter enjoys her time at MindSpace. She learns techniques which aids in her academic. The curriculum is well balanced with relaxing time for the students. Holiday programs are well planned with interesting activities to keep them entertained and interested. Teachers are responsible and they give feedback whenever necessary. The environment is conducive and comfy. My daughter likes to gather around the cafe area with her friends during playtime. There are board games where they can play with. I know my daughter is in good hands with such a responsible team in this student care. Highly recommend MindSpace @ Bishan!,0.22777777777777775,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindSpace @ Midview City (Bishan) | After School Student Care for P1-P5 | Powered By MindChamps
"The centre is clean and well-maintained, with healthy meals for the kids. The teachers not only help ensure homework is completed but also offer guidance when my child needs extra support. This has been incredibly helpful in freeing up our evenings and weekends to spend more quality time together with my child, without having to worry about homework. There are also books, board games, indoor playground and water play area which adds an extra element of fun!",0.3302083333333333,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindSpace @ Midview City (Bishan) | After School Student Care for P1-P5 | Powered By MindChamps
"We were choosing between Mindspace and another after school care centre in the same area when my daughter was about to commence her primary 1 education. After the school tours, we were convinced that Mindspace will be the right place for my daughter. Firstly, we were impressed with the state of art classrooms, healthy meals from Nature Farm, indoor water playground and indoor playground and garden. Secondly, Desmond and Marie were very professional and it’s obvious they take great pride in the branding of Mindspace. Marie also did some tests for my daughter to assess her pre-primary school capabilities. Thirdly, we like it that Mindspace also provides Chinese enrichment class so we do not need to bring my daughter to an external vendor for Chinese class. So far, my daughter always sounds very excited when we fetch her from Mindspace about her time in Mindspace and she will share with us things that she learnt, including idioms and books she read in MindSpace Cafe. Keep the good work up, Desmond and team!",0.2840126050420168,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindSpace @ Midview City (Bishan) | After School Student Care for P1-P5 | Powered By MindChamps
my child loves to attend mindspace and he is happy that he is learning and having fun at the same time! great place to be since they will be engaged and not wasting time as usually for lower primary not much homework!,0.275,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindSpace @ Midview City (Bishan) | After School Student Care for P1-P5 | Powered By MindChamps
"Mindspace not only teaches academic subjects, but also teaches students the right attitude to learn, keeping trying and never give up. That is an important learning aspect.",0.17142857142857143,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindSpace @ Midview City (Bishan) | After School Student Care for P1-P5 | Powered By MindChamps
My child enjoyed her lessons in mindspace. It gives me assurance that my child is in good hands. Thanks mindspace midview city team,0.4666666666666666,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindSpace @ Midview City (Bishan) | After School Student Care for P1-P5 | Powered By MindChamps
Have been a delight to send my child to MS @ bishan. Very attentive teachers and superb program. My child can’t wait to go for student care!,0.76,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindSpace @ Midview City (Bishan) | After School Student Care for P1-P5 | Powered By MindChamps
"Mindspace is a place to be, closest being second home for the children",0.0,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindSpace @ Midview City (Bishan) | After School Student Care for P1-P5 | Powered By MindChamps
Kids seem to enjoy their time there. They like the teachers and also the environment.,0.4,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindSpace @ Midview City (Bishan) | After School Student Care for P1-P5 | Powered By MindChamps
My son loves it here after school!,0.0,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindSpace @ Midview City (Bishan) | After School Student Care for P1-P5 | Powered By MindChamps
"thumbs up! for the patience n guidance provided""",0.0,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindSpace @ Midview City (Bishan) | After School Student Care for P1-P5 | Powered By MindChamps
"""Through a few friends’ recommendations, I decided to sign my child up for the PSLE Success programme. It brings joy to know that my child is enjoying the class so far and is very motivated to do her best. She shared that the teacher is very engaging and she looks forward to class each week. I will definitely recommend the centre! Thumbs up!",0.3577777777777778,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindSpace @ Greenwich V (Sengkang) | After School Student Care for P1-P5 | MindChamps Enrichment & PSLE for P1-P6
"My son enjoyed to go Mindspace after his school. most of the time he can finish his homework there, the teacher also assist with spelling/ting xie revision. As he is attending Mindspace on weekday, we can save the weekend for family outings without any other tuition arrangement.",0.2916666666666667,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindSpace @ Greenwich V (Sengkang) | After School Student Care for P1-P5 | MindChamps Enrichment & PSLE for P1-P6
I'm continually impressed by the supportive environment and dedication to nurturing each child growth. Keep up the fantastic work!,0.6666666666666666,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindSpace @ Greenwich V (Sengkang) | After School Student Care for P1-P5 | MindChamps Enrichment & PSLE for P1-P6
Well organised student care with engaging teachers!,0.5,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindSpace @ Greenwich V (Sengkang) | After School Student Care for P1-P5 | MindChamps Enrichment & PSLE for P1-P6
"Very good""",0.9099999999999999,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindSpace @ Greenwich V (Sengkang) | After School Student Care for P1-P5 | MindChamps Enrichment & PSLE for P1-P6
"""Hopeless team in Australia. Dragging a simple process for months, no followups, waste time of busy professionals in the name of a corporate system. Expect you to invest in their system without any voluntary disclosure. I would avoid if you want to be their franchisee.",-0.025,Topic 0,"['centre', 'child', 'email', 'ask', 'tell', 'day', 'list', 'principal', 'place', 'staff', 'leave', 'school', 'answer', 'visit', 'waitlist', 'etc', 'say', 'call', 'wait', 'complaint']",MindChamps Global HQ
Excellent preschool for my children development in performing arts and dance and prepare them for their entry into primary school.,0.7,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",MindChamps Global HQ
