Word,Frequency,Category
confirmation,8,
drink,8,
mass,8,
bowl,8,
pupil,8,
kindy,8,
performer,8,
race,8,
obstacle,8,
pressure,8,
organization,8,Educational_Factors
con,8,Communication_Factors
birth,8,
glimpse,8,
curtain,8,Facility_Factors
solid,8,
sunflower,8,Educational_Factors
human,8,
outside,8,Facility_Factors
activite,8,
cum,8,Educational_Factors
exterior,8,
advertisement,8,
equipment,8,Facility_Factors
tricycle,8,Facility_Factors
volunteer,8,
lapse,8,Educational_Factors
courtyard,8,
stone,8,
haha,8,Communication_Factors
angeline,8,Staff_and_Management_Factors
胡老师,8,
tee,8,
inclusion,7,
marketing,7,Educational_Factors
conditioning,7,
weekday,7,
expert,7,
competence,7,Staff_and_Management_Factors
eversince,7,Staff_and_Management_Factors
handicraft,7,
guard,7,
indicator,7,
lift,7,
competency,7,Educational_Factors
folk,7,
employee,7,Staff_and_Management_Factors
supermarket,7,
bank,7,
constraint,7,
handful,7,
foster,7,
testimony,7,
investment,7,
schoolmate,7,
recommend,7,
regulation,7,
egg,7,
picnic,7,
crew,7,
length,7,Educational_Factors
gain,7,
wish,7,
yo,7,
expat,7,
forum,7,
dislike,7,
lol,7,
zoo,7,Educational_Factors
sake,7,
screen,7,Facility_Factors
bullying,7,
standout,7,
lead,7,Educational_Factors
criterion,7,
bridge,7,
chocolate,7,
negligence,7,
lighting,7,
season,7,
maternity,7,
reservation,7,
reviewer,7,
emergency,7,
input,7,
direction,7,Staff_and_Management_Factors
command,7,
technology,7,Facility_Factors
devotion,7,Communication_Factors
giggle,7,
pr,7,Communication_Factors
deck,7,Facility_Factors
authority,7,
desk,7,
superhero,7,
abundance,7,Educational_Factors
courage,7,Communication_Factors
investigation,7,
religion,7,
communicator,7,Communication_Factors
passionate,7,Communication_Factors
instill,7,
band,7,
changer,6,
delight,6,
waste,6,
region,6,
shaping,6,
sentosa,6,
partnering,6,
monitor,6,
chain,6,
temperament,6,
honor,6,Staff_and_Management_Factors
keyboard,6,
move,6,
timetable,6,
l,6,Communication_Factors
discount,6,
shame,6,Communication_Factors
goo,6,
cultivation,6,
force,6,
excel,6,
sing,6,Educational_Factors
venue,6,
bar,6,Facility_Factors
root,6,
finger,6,
km,6,Facility_Factors
turning,6,
sanitisation,6,
bathroom,6,Facility_Factors
coast,6,
angle,6,
score,6,
display,6,
tomorrow,6,
absence,6,Educational_Factors
fro,6,
immersion,6,
farewell,6,
wave,6,
accomplishment,6,
fish,6,
committee,6,
heritage,6,
fort,6,Facility_Factors
cup,6,
attendant,6,
lifeskill,6,
cinema,6,
series,6,Educational_Factors
football,6,
guideline,6,Communication_Factors
operator,6,
mcbkk,6,
blast,6,
checking,6,
noise,6,
inquisitiveness,6,
coin,6,
banking,6,
entertainment,6,
nutrition,6,Safety_and_Health_Factors
meet,6,
faculty,6,
cookie,6,
academy,6,
making,6,
prayer,6,
sparkletot,6,Educational_Factors
trampoline,6,
storey,6,
noon,6,
chore,6,
sandpit,6,
calm,6,
nurture,6,
fundamental,6,
shower,6,
赵老师,6,
flow,6,
invoice,6,
tp,6,
privacy,6,
reward,6,
combination,6,
exemplary,6,
dissatisfaction,6,Communication_Factors
frustration,6,
scissor,6,
backdrop,6,
tradition,6,
tv,6,Facility_Factors
market,6,Facility_Factors
airy,6,Facility_Factors
extension,6,
superland,6,Educational_Factors
forehead,6,
ant,6,
forest,6,
officer,6,
daugher,6,Staff_and_Management_Factors
precaution,6,
umbrella,6,Facility_Factors
co,6,
utensil,6,
daily,6,
crawl,6,
reader,6,
infancy,6,
cut,6,
file,6,
bubble,6,
pacifier,6,
calculation,6,
mentorship,6,
deduction,6,
adaptation,6,
updating,6,
code,6,
inclusive,6,
image,6,
vitamin,6,
abacus,6,
sabrina,6,Staff_and_Management_Factors
pass,6,
riverlife,6,
ration,6,
raintree,6,Facility_Factors
montessori,6,
dealing,6,
fitness,6,
terrace,6,
assembly,6,
try,6,
personnel,6,
coding,6,Educational_Factors
reality,6,
coffee,6,
organise,6,
museum,6,
round,6,
beauty,6,
lookout,6,
recycling,6,
advise,6,
newspaper,6,
stand,6,
envirolment,6,Facility_Factors
moon,6,Educational_Factors
deficiency,6,
flag,6,
cross,6,Educational_Factors
socialising,6,
conflict,6,
mozzie,6,
neighbor,6,
杨老师,6,
robot,6,
rice,6,
warming,6,
marching,6,
yew,6,
instructor,6,Staff_and_Management_Factors
chip,6,
bouncy,6,
ultimatum,6,
diem,6,Communication_Factors
apartment,6,
impress,5,Educational_Factors
washroom,5,
inform,5,Communication_Factors
breakdown,5,
storytelling,5,
square,5,
explanation,5,
attribute,5,
duration,5,
furniture,5,
tolerance,5,
ship,5,
package,5,
frame,5,
seat,5,Facility_Factors
referral,5,
nut,5,Educational_Factors
provider,5,
wash,5,
tap,5,
immunity,5,
applause,5,
tennis,5,
socio,5,
necessity,5,
grocery,5,
placement,5,Educational_Factors
qualm,5,Educational_Factors
founder,5,
compare,5,
individuality,5,
sandplay,5,
hunt,5,
baking,5,
proof,5,
virtue,5,
par,5,
fashion,5,
calibre,5,Educational_Factors
phrase,5,
side,5,
walking,5,
taste,5,
pioneer,5,
dialogue,5,Educational_Factors
coz,5,
w,5,
stomach,5,
shortfall,5,
passage,5,
array,5,
hiccup,5,Communication_Factors
medicine,5,
consent,5,
pet,5,
north,5,
hdb,5,
closing,5,
allocation,5,
caterpillar,5,Educational_Factors
queue,5,Educational_Factors
shine,5,
rigor,5,
handover,5,
presch,5,Educational_Factors
subtraction,5,
refusal,5,
availability,5,Educational_Factors
dining,5,
pcf,5,Communication_Factors
favorite,5,
crunch,5,
specialist,5,
rd,5,
kampung,5,
east,5,
web,5,
conveniency,5,
minimum,5,
graduating,5,
feat,5,
eat,5,Educational_Factors
base,5,
clock,5,
bum,5,
receptionist,5,
therapist,5,
insect,5,
uncertainty,5,
profession,5,
ear,5,
whatsapp,5,Communication_Factors
tune,5,
copy,5,
timer,5,
suitability,5,Educational_Factors
老师,5,
retention,5,
ice,5,
shock,5,
dog,5,Educational_Factors
sensory,5,
acceptance,5,
find,5,Educational_Factors
termly,5,
heartlander,4,
concentration,4,
leaflet,4,
betterment,4,
fonder,4,
greatness,4,
branding,4,Communication_Factors
revision,4,
preshoool,4,
assignment,4,Educational_Factors
langage,4,
facilitate,4,Educational_Factors
visibility,4,
resort,4,
hotel,4,
seperation,4,
behave,4,
suit,4,
cbd,4,
manipulative,4,
show,4,Educational_Factors
proverb,4,Educational_Factors
inhouse,4,
shot,4,
consumer,4,Facility_Factors
police,4,
reinforcement,4,
plastic,4,
justice,4,
patron,4,
synergy,4,
reluctance,4,
helm,4,
cave,4,
curiculum,4,
distancing,4,
pg,4,Facility_Factors
brainer,4,
headmaster,4,
blend,4,
paragon,4,
reopen,4,
t,4,Staff_and_Management_Factors
diligence,4,
departure,4,
scheme,4,
crocodile,4,
pair,4,
wise,4,
rehearsal,4,
柴老师,4,
pillar,4,
hundred,4,
audience,4,
cleaniness,4,
production,4,
finale,4,
pointer,4,
pattern,4,
creation,4,
know,4,
谢老师,4,
going,4,
sea,4,
coaching,4,Staff_and_Management_Factors
log,4,
孙老师,4,
hq,4,
down,4,
read,4,
balloon,4,
souvenir,4,
ownership,4,
enquire,4,Staff_and_Management_Factors
ethos,4,
mixture,4,
jam,4,
sandwich,4,
phew,4,
driver,4,
soo,4,
sweetest,4,
generosity,4,
flash,4,
asap,4,
kyler,4,
harmony,4,
ethic,4,
failure,4,
handwriting,4,
stroke,4,
wheel,4,
grandma,4,
roof,4,
clean,4,
unhappiness,4,
outfit,4,
thankful,4,
workforce,4,Staff_and_Management_Factors
restaurant,4,Facility_Factors
penny,4,
youngling,4,
recorder,4,
cuisine,4,Educational_Factors
montage,4,
boss,4,Staff_and_Management_Factors
supplement,4,
ywca,4,
stewardship,4,Staff_and_Management_Factors
receipt,4,
lifestyle,4,
butterfly,4,Educational_Factors
bilingualism,4,
facade,4,Educational_Factors
explorer,4,
meat,4,
pork,4,
beef,4,
sugar,4,
figure,4,
vitality,4,
曾老师,4,
ulcer,4,
dust,4,
handling,4,
enemy,4,
urgency,4,
dismay,4,
anchor,4,
workplace,4,Educational_Factors
motto,4,
wealth,4,
circle,4,
directress,4,
condensation,4,
resilience,4,
continent,4,
intake,4,
temper,4,Educational_Factors
dessert,4,
simple,4,
object,4,
slice,4,
charity,4,
etiquette,4,
pretend,4,
alumnus,4,
cover,4,
playdate,4,Communication_Factors
washing,4,
ticket,4,
coronavirus,4,
kuddo,4,
maintenance,4,
curiousity,4,
isolation,4,
thunderstorm,4,
signing,4,
hmfd,4,
scheduling,4,
stroller,4,
tyre,4,
interior,4,Facility_Factors
cartoon,4,
beat,4,Educational_Factors
heap,4,
sound,4,
bespoke,4,
o,4,
exception,4,
dyslexia,4,
readiness,4,
evident,4,
emcee,4,
camera,4,
prev,4,
dealbreaker,4,
usage,4,
oat,4,Educational_Factors
afterall,4,
spaciousness,4,
briefing,4,
nanny,4,
nationality,4,
perception,4,
spade,4,
blur,4,
framework,4,
starlearner,4,
competition,4,
grandmother,4,
sync,4,
gap,4,
cheery,4,
reflection,4,
naptime,4,
attest,4,Educational_Factors
reapplication,4,
ointment,4,
spouse,4,
cck,4,Communication_Factors
starting,4,
closure,4,
flat,4,
sanitization,4,
implementation,4,
lip,4,
innovation,4,Educational_Factors
non,4,Communication_Factors
survey,4,
container,4,
tutelage,4,
d,4,Communication_Factors
cycle,4,
chaser,4,
league,4,Educational_Factors
dropping,4,Educational_Factors
facebook,4,
cot,4,
encourage,4,
spoon,4,
rooftop,4,
curve,4,
shift,4,
claim,4,
want,4,
tie,4,
shirt,4,
launch,4,
cow,4,
comms,4,
viewing,4,
infection,4,
momentum,4,
haze,4,
spreading,4,
photograph,4,
cent,4,
draw,4,
cap,4,
herb,4,
witness,4,
proactive,4,
module,4,
looking,4,
calling,4,
letdown,4,
crybaby,4,
lizard,4,
speed,4,
porch,4,
trash,4,
bin,4,Facility_Factors
grandaughter,4,Staff_and_Management_Factors
crush,4,Communication_Factors
map,4,Facility_Factors
housewife,4,
reasoning,4,
clarity,4,
sleeping,4,
greet,4,
ongoing,4,
steam,4,Facility_Factors
tranquil,4,Communication_Factors
pit,4,
supply,4,
avenue,4,
feud,4,
napping,4,
prog,4,
occurrence,4,
dimension,4,
intro,4,
sunlight,4,
psychomotor,4,
toddlerhood,4,
myfirstskool,4,
segar,4,
origin,4,Facility_Factors
album,4,
cape,4,
connector,4,
relation,4,
worth,4,
sink,4,
comer,4,
ptm,4,Educational_Factors
interm,4,
residence,4,
mulberry,4,
uncle,4,Staff_and_Management_Factors
boundary,4,
mishap,4,Educational_Factors
bill,4,
truth,4,
cb,4,
earth,4,
recital,4,Educational_Factors
sum,4,
endurance,4,
miss,4,Communication_Factors
meaning,4,
spring,4,Educational_Factors
diploma,4,
condo,4,
throw,4,
custom,4,
inconsiderate,4,
gold,4,
storm,4,
bacteria,4,
cherry,4,
efficiency,4,
trusting,4,
c,4,
tcher,4,
department,4,
guiding,4,
sacrifice,4,Communication_Factors
goodwill,4,
tr,4,
discomfort,4,
endeavour,4,
promotion,4,
statistic,4,
wellness,4,
being,4,
junior,4,Educational_Factors
heartache,4,
gratefulness,4,Communication_Factors
spark,4,
ridge,4,
delicate,4,
邱老师,4,
president,4,Staff_and_Management_Factors
clearance,4,
celebrate,4,
athlete,4,
ctr,4,
ring,4,
plus,4,
silence,4,
circulation,4,
tcer,4,Educational_Factors
seam,4,Educational_Factors
ocean,4,
calculator,4,
multi,4,
waiver,4,
exam,4,
error,4,Educational_Factors
chess,4,
segment,4,
medication,4,Safety_and_Health_Factors
glory,4,
careless,4,
appetite,4,
characteristic,4,
button,4,
disinfection,4,
valley,4,
calligraphy,4,
pencil,4,
inflation,4,
mo,4,
prompt,4,
dynamic,4,
bomb,4,
pavement,4,Facility_Factors
exit,4,
drain,4,
favourite,4,
opposite,4,
soccer,4,
cambridge,4,
grip,4,
honour,4,
brightkid,4,
homeschooling,4,
cashew,4,
condominium,4,
loyalty,3,
trick,3,
scenario,3,
bud,3,
叶老师,3,
treat,3,
zest,3,
fly,3,
basement,3,
outreach,3,
peach,3,
fairness,3,
user,3,
rounder,3,
attraction,3,
resignation,3,
handiwork,3,
headstart,3,
linguistic,3,
stool,3,
court,3,
saying,3,
yay,3,
articulation,3,
fixture,3,
effectiveness,3,
write,3,
hiring,3,Educational_Factors
sundrie,3,
intimate,3,
hardship,3,
bulk,3,
rigour,3,
outlook,3,
spite,3,
affiliate,3,
openness,3,
commute,3,
sticker,3,
differentiator,3,
tactic,3,
stadium,3,
opera,3,
inexperience,3,
fall,3,
meter,3,
master,3,
housing,3,
spoil,3,
expressiveness,3,
sheet,3,
expansion,3,
right,3,
ling,3,
honesty,3,
downer,3,Communication_Factors
sensei,3,Staff_and_Management_Factors
humor,3,
following,3,
continuity,3,
profile,3,
bath,3,
bb,3,
anytime,3,
recovery,3,
responsiveness,3,
hat,3,
handphone,3,Educational_Factors
converse,3,Educational_Factors
soldier,3,
hold,3,
instability,3,
vp,3,Staff_and_Management_Factors
river,3,
rhyme,3,
syllable,3,
giver,3,
crisis,3,
dumpling,3,
workout,3,
melt,3,
majority,3,
rk,3,
checklist,3,
hairstyle,3,Educational_Factors
clause,3,
heartland,3,
vacation,3,
contrast,3,Educational_Factors
delinquent,3,
newborn,3,
pokemon,3,Educational_Factors
collection,3,
backyard,3,
discover,3,
giving,3,Communication_Factors
income,3,
possibility,3,
bird,3,
subsidiary,3,Staff_and_Management_Factors
present,3,
centric,3,
layer,3,
plaza,3,
tick,3,
pen,3,
lakeside,3,
hurt,3,
wedding,3,
brushing,3,
tooth,3,
saver,3,
packing,3,
position,3,Communication_Factors
distress,3,
cousin,3,
festivity,3,
reporter,3,
fan,3,
autonomy,3,
parade,3,
malay,3,
norm,3,
vocab,3,
mastery,3,
academia,3,
hill,3,
schs,3,
replacement,3,
pocket,3,Facility_Factors
article,3,
bush,3,
spoken,3,
asset,3,
breast,3,
gathering,3,
rarity,3,Communication_Factors
sop,3,
complex,3,
actitive,3,
pickie,3,
protein,3,
chew,3,
playgrp,3,
nutella,3,
barrier,3,
keki,3,
maid,3,
housework,3,
magazine,3,
dirt,3,
finesse,2,
hurdle,2,
midyear,2,
mailbox,2,
empire,2,
idiom,2,
midview,2,
bishan,2,
animation,2,
exuberance,2,
paragraph,2,
tribe,2,
front,2,
thrive,2,
pearlyn,2,
boi,2,
travel,2,
smm,2,
adpation,2,
cable,2,
lobby,2,
prschool,2,
execution,2,
commendation,2,
salute,2,
interpretation,2,
pose,2,
salesperson,2,
executive,2,
driveway,2,
metre,2,
vehicle,2,
nickel,2,Facility_Factors
consultant,2,
mapletree,2,
caterer,2,
prestige,2,
deveopment,2,
agency,2,
devlopment,2,
long,2,
troop,2,
yogurt,2,Educational_Factors
rainbow,2,
ox,2,
formation,2,
let,2,
cold,2,
ask,2,Educational_Factors
unwavering,2,
expiration,2,
permission,2,
musical,2,
special,2,
entusiatic,2,
shield,2,
clockwork,2,
inculcation,2,
wood,2,
empowerment,2,
cooperation,2,
meetup,2,
misbehaviour,2,
modesty,2,
impetus,2,
thanls,2,
onekm,2,
major,2,
enforcement,2,
grin,2,
diamond,2,
remission,2,
anecdote,2,
distrust,2,
appeal,2,
socialization,2,
cuteness,2,
crime,2,
vowel,2,
braid,2,
alternate,2,
motivating,2,
dad,2,
curricilum,2,
tesitmony,2,
annoyance,2,
irritation,2,
flagship,2,
小雨老师,2,
和,2,
tonuse,2,
neuromove,2,
shuttle,2,
曲老师,2,
flourish,2,
tailor,2,
phonecall,2,
minding,2,
reporting,2,
heartening,2,
outburst,2,
duo,2,
exburence,2,
yard,2,
shoreline,2,
ordeal,2,Safety_and_Health_Factors
author,2,
little,2,
joinery,2,Facility_Factors
leia,2,
dion,2,Staff_and_Management_Factors
visiting,2,
skipping,2,
sara,2,
hreat,2,Staff_and_Management_Factors
苹果老师,2,
pantry,2,Facility_Factors
orange,2,
paperwork,2,
backend,2,
mctc,2,
accessibility,2,Facility_Factors
quirk,2,
adherence,2,
resistance,2,
skillset,2,
relationshipn,2,
fitting,2,
trainee,2,
heartfelt,2,Communication_Factors
playgorund,2,
sustenance,2,
taunting,2,
bootcamp,2,
flashcard,2,
secondborn,2,
grow,2,Educational_Factors
decorum,2,
cohesiveness,2,
mainstream,2,
foresight,2,
affinity,2,
everyweek,2,
robustness,2,
blending,2,
celeb,2,
deepening,2,
thirst,2,
pinyin,2,
panda,2,
dinosaur,2,
beneficiary,2,
tenure,2,
directive,2,
basketball,2,
esplanade,2,
morality,2,
labor,2,
intimidation,2,
headquarters,2,
intent,2,
anticipation,2,
tutoring,2,
companionship,2,
prouder,2,
winner,2,Communication_Factors
smiles,2,
cityscape,2,
adjective,2,
brilliant,2,
aquarium,2,
tacher,2,Staff_and_Management_Factors
fav,2,
memorable,2,
dress,2,
assumption,2,
bot,2,
trajectory,2,
eco,2,
captain,2,
constipation,2,
mascot,2,
tummy,2,
add,2,
ons,2,
doorstep,2,Facility_Factors
bumper,2,
consequence,2,
closet,2,
punishment,2,
understand,2,
pipeline,2,
abdundance,2,
thinker,2,
cascade,2,
integrate,2,
handcraft,2,
carol,2,
disability,2,
whereabout,2,
integration,2,
fruity,2,
siva,2,
fincess,2,Staff_and_Management_Factors
vegan,2,
progession,2,
chit,2,
dough,2,
dauhter,2,
wizard,2,
bee,2,
fortwinklekidz,2,
considerate,2,
debbie,2,Staff_and_Management_Factors
alll,2,Communication_Factors
plethora,2,
heartwarming,2,Staff_and_Management_Factors
benchmark,2,
win,2,
stall,2,
divider,2,
tendering,2,
serene,2,
penmanship,2,
coloring,2,
camping,2,
token,2,Communication_Factors
shud,2,
online,2,
diary,2,
youth,2,
uniqueness,2,
transiting,2,
cocoon,2,
canvas,2,
sky,2,
sunbird,2,
mudplay,2,
coop,2,
implement,2,
trycicle,2,
clap,2,
mealtime,2,
serangoon,2,
littlest,2,
protection,2,
golf,2,
excavator,2,
rv,2,
border,2,
parc,2,
scope,2,
tank,2,
quantity,2,
qualification,2,Staff_and_Management_Factors
restoration,2,
menus,2,
runabout,2,
fulfilling,2,
attending,2,
compund,2,
plaground,2,
ankle,2,
roller,2,
coaster,2,
flashback,2,
chewing,2,
supper,2,
sem,2,
com,2,
sq,2,
g,2,
sleeve,2,
partition,2,
goog,2,
odd,2,
ballot,2,
removal,2,
guess,2,
bladder,2,
kidney,2,
scolding,2,
yz,2,
conviction,2,
disservice,2,
tenant,2,
showroom,2,
hoard,2,
tripper,2,
cargo,2,
passenger,2,
musky,2,
bldg,2,
theory,2,
runner,2,
distraction,2,
sensorial,2,
fraction,2,
accumulation,2,
punch,2,
stapler,2,
density,2,
buoyancy,2,
redundancy,2,
sunset,2,
tray,2,
jar,2,
banana,2,
goodie,2,
tale,2,
magnet,2,
cutting,2,
womb,2,
average,2,
misdemeanor,2,
sash,2,
headmistress,2,
setback,2,
mispronunciation,2,
墨西哥,2,
billboard,2,
subtitle,2,
truffle,2,
knife,2,
peeler,2,
dwarf,2,
smoking,2,
mic,2,
argument,2,
evaporation,2,
sweaty,2,
multiculturalism,2,
proprietor,2,
bounce,2,
monkey,2,
chaos,2,
potluck,2,
slicing,2,
keepsake,2,
fieldtrip,2,
toe,2,
clue,2,
absorbent,2,
shouting,2,
inheritance,2,
pdf,2,
humanity,2,
accomodation,2,
babe,2,
gimmick,2,
cart,2,
salespeople,2,
purchase,2,
pursuit,2,
toll,2,
cement,2,
padding,2,
doorbell,2,
dispute,2,
gaughter,2,
demeanour,2,
hospitality,2,
effott,2,
smooth,2,
deco,2,
bt,2,
individualism,2,
best,2,Communication_Factors
breakout,2,
bravery,2,
route,2,
fortnight,2,
normalcy,2,
herd,2,
pack,2,
disclaimer,2,Educational_Factors
lovea,2,
make,2,
hater,2,
identity,2,
universe,2,
condemnation,2,
insecurity,2,
neighboring,2,
echo,2,
wonderland,2,
midway,2,
mas,2,
poster,2,
spinner,2,
chopstick,2,
loading,2,
masterpiece,2,
creator,2,
scandi,2,
pony,2,
shipping,2,Educational_Factors
kidzania,2,
stream,2,
tech,2,
gradulation,2,
sooooooooooo,2,
coming,2,
permenent,2,
helmet,2,
edge,2,
cosy,2,Educational_Factors
leeway,2,
infront,2,
congregate,2,
sofa,2,Facility_Factors
carpet,2,
lotion,2,
midnight,2,
glove,2,
rite,2,
bump,2,
busstop,2,
occupant,2,
gardener,2,
accross,2,
babyhouse,2,
brightness,2,
cheerfulness,2,
moisturiser,2,
battle,2,
prematurity,2,
spam,2,
cheek,2,
mucus,2,
shivering,2,Educational_Factors
handbook,2,
plague,2,
culprit,2,
war,2,
army,2,
lixin,2,
versatility,2,
starbeam,2,
sl,2,
airplane,2,
naughty,2,
dept,2,
explaining,2,
ptc,2,
rebranding,2,
buying,2,
rush,2,
zhao,2,
bad,2,
complement,2,
luxury,2,
ong,2,Communication_Factors
bla,2,
describe,2,
shootout,2,
jane,2,
earpiece,2,
prison,2,
indifference,2,
military,2,
knock,2,
courier,2,
buddy,2,
snail,2,
barcode,2,
qr,2,
helpfulness,2,
trival,2,
circular,2,
translation,2,
sanitizing,2,
sanitatization,2,
sm,2,Communication_Factors
nordcom,2,
piority,2,
rebrand,2,Staff_and_Management_Factors
prejudice,2,
disregard,2,
nuisance,2,
sandcastle,2,
spoiler,2,
urslf,2,Communication_Factors
sengkangriversidepark,2,Facility_Factors
applicant,2,
bye,2,
insurance,2,
outcast,2,
damage,2,
tattoo,2,
legit,2,
multisport,2,
acquire,2,
mobility,2,
lqlimah,2,
bake,2,
shalom,2,
alight,2,
obligation,2,
fright,2,
ethnicity,2,
gep,2,
onward,2,
bro,2,
lung,2,
shoppe,2,
vomit,2,
commenter,2,Communication_Factors
grasp,2,
law,2,
minuet,2,
madam,2,
jelly,2,
palsy,2,
rehabilitation,2,
trike,2,
sub,2,
freedom,2,
jitter,2,
confinement,2,
mooncake,2,
grouping,2,
rtm,2,
dexterity,2,
数星星,2,
here,2,Communication_Factors
graciousness,2,
impatient,2,
misconception,2,
raffleskidz,2,Staff_and_Management_Factors
thousand,2,
cooker,2,
bike,2,
commsbook,2,
comaraderie,2,
downfall,2,
rejection,2,
lustre,2,
flippant,2,
lane,2,
knowing,2,
美玉老师,2,
mail,2,
justification,2,
acknowledgement,2,
bp,2,
meiyu,2,Educational_Factors
dye,2,
paint,2,
summery,2,
snapshot,2,
close,2,
dairy,2,
crossing,2,
bulletin,2,
bilingual,2,
transform,2,
limit,2,
tact,2,
dedicadion,2,
goer,2,
accompaniment,2,
believer,2,
fundraiser,2,
eldercare,2,
authenticity,2,
sensor,2,
wrapper,2,
stick,2,
buzzword,2,
trf,2,
spa,2,
andphilosophy,2,
eduction,2,
planner,2,
lab,2,
friday,2,Educational_Factors
puzzle,2,
leisure,2,
competitor,2,
speechless,2,
agreement,2,
upadate,2,
environ,2,Facility_Factors
visual,2,
print,2,
regine,2,
kavi,2,
loushu,2,
plase,2,Communication_Factors
downstairs,2,
displeasure,2,
mc,2,
affiliation,2,
peoplw,2,Communication_Factors
rat,2,
motoring,2,
stakeholder,2,
scam,2,
bco,2,
gangster,2,Staff_and_Management_Factors
grill,2,
adminstrator,2,
v,2,
cp,2,
prove,2,
chute,2,
dissemination,2,
pedagogue,2,
eva,2,Staff_and_Management_Factors
ata,2,Communication_Factors
elephant,2,
safekeeping,2,
shadow,2,
experice,2,Educational_Factors
foyer,2,
revival,2,Facility_Factors
english,2,
iq,2,
kindergarden,2,Facility_Factors
perfection,2,
onset,2,
modernity,2,
haphazard,2,
kintergarden,2,
stretch,2,
clarice,2,
iza,2,
drinking,2,
roster,2,
acuman,2,
safra,2,
swim,2,
household,2,
blanket,2,
nk,2,
split,2,
chinese,2,
upgrading,2,
errand,2,
favouritism,2,Communication_Factors
precinct,2,Educational_Factors
interval,2,
dread,2,
theblast,2,
perseverance,2,
format,2,
preparedness,2,
bookmark,2,
excelling,2,
moral,2,
hypermarket,2,
forgiveness,2,
morale,2,
inculcate,2,
nursing,2,
chart,2,
whampoa,2,
pri,2,
sckool,2,
transportation,2,
activate,2,
juncture,2,
threenager,2,
geninue,2,
chidlren,2,
recycle,2,
danger,2,
helping,2,
upgrowing,2,
fault,2,
drawer,2,
turtle,2,
nail,2,
vege,2,
basket,2,Facility_Factors
shelf,2,
ensure,2,
planting,2,
senja,2,Facility_Factors
hurry,2,
congratulation,2,
tempreture,2,
activie,2,
antic,2,
watching,2,
龙老师,2,
publication,2,
starter,2,
capital,2,
cloth,2,
acedemic,2,
shool,2,Educational_Factors
screening,2,
gig,2,
raise,2,
link,2,
patent,2,
district,2,
pole,2,
positiveness,2,
mintue,2,
childrend,2,
big,2,
playform,2,
detour,2,
contractor,2,
vincinity,2,
motion,2,
reliability,2,
timeliness,2,
appeitte,2,
corvid,2,
sanitizer,2,
cleanness,2,
imagine,2,
shd,2,
affordability,2,
relevance,2,
gong,2,
grandpa,2,
cooperativeness,2,
anf,2,
construction,2,
seek,2,
oversight,2,
publicity,2,
stunt,2,
portray,2,
official,2,
denial,2,
cutlery,2,
count,2,
lace,2,
toodler,2,
opportuntie,2,
overload,2,
postive,2,
threat,2,
duck,2,
horror,2,
recognise,2,
shifting,2,Educational_Factors
sadness,2,
footstep,2,
pagar,2,
acitivity,2,
rollerblading,2,
tote,2,
fatigue,2,
startup,2,
z,2,
storybook,2,
closeness,2,
finish,2,
sportsmanship,2,
ye,2,Staff_and_Management_Factors
tho,2,
bravo,2,
snow,2,
landscape,2,
dragon,2,
ms,2,Staff_and_Management_Factors
boon,2,
lion,2,
timeeee,2,Communication_Factors
yuan,2,
ambition,2,
enlightenment,2,
deed,2,
ballet,2,
evaluation,2,
streaming,2,
cbp,2,
oasis,2,
shyness,2,
activtie,2,
writting,2,
litmus,2,
scooter,2,
significance,2,
debris,2,
sedation,2,
watering,2,
ppl,2,
saint,2,
soleminsation,2,
certification,2,
starlight,2,
florence,2,
lian,2,
choon,2,
back,2,
afford,2,
anger,2,
rubbish,2,
enter,2,
fogging,2,
laoshis,2,
fillipino,2,
cash,2,
heed,2,Communication_Factors
creature,2,
cushion,2,
out,2,
pavilion,2,
stench,2,
covering,2,
mediation,2,Communication_Factors
introduce,2,
helpfull,2,
patence,2,
pikachu,2,
mistress,2,
deliberation,2,
put,2,
greenhouse,2,
iota,2,
segregation,2,
casual,2,
inside,2,
marissa,2,
staffer,2,
logbook,2,
prob,2,
lagging,2,
sms,2,
batok,2,
yishun,2,
gems,2,
tat,2,
yesss,2,
conducive,2,
awwsome,2,
storeroom,2,
incharge,2,
retreat,2,
posse,2,
patientience,2,
educating,2,
backroom,2,
lefty,2,
timeline,2,
angne,2,
ange,2,
cindy,2,
themselve,2,
kite,2,
mold,2,
ayla,2,Staff_and_Management_Factors
resumption,2,
observance,2,
enviroment,2,
dory,2,
hue,2,
deadline,2,
existent,2,
reactive,2,
berina,2,
accord,2,
wat,2,
lynn,2,
interact,2,
grp,2,Staff_and_Management_Factors
trs,2,
rise,2,
thread,2,
tini,2,
outspread,2,
monster,2,
wellfare,2,
favourtie,2,
lap,2,
atleast,2,
hehe,2,
celsius,2,
gear,2,
hood,2,Educational_Factors
editing,2,
excitment,2,
koala,2,
workday,2,
conscientiousness,2,
ciriculumn,2,
hoop,2,
nuture,2,
distinction,2,
prinicpal,2,
daughtere,2,
guarantee,2,
bring,2,
hear,2,
王老师,2,
stimulation,2,
darius,2,
尚老师,2,
treasure,2,
rack,2,
serve,2,
puggnol,2,
讲华语,2,
roll,2,
desire,2,
couragement,2,
collegiality,2,Educational_Factors
hong,2,
undergarment,2,
notallheroeswearcape,2,Educational_Factors
tock,2,
attentive,2,
cornerstone,2,
exude,2,
tis,2,
fax,2,
handing,2,
vicky,2,
