Comment,Sentiment,Topic_Number,Word,Preschool_Name
"I would like to express my heartfelt gratitude to Mindspace for their outstanding dedication and commitment to taking care of my 2 children. Their tireless efforts to review homework with my children have reduced the amount of time and effort I need to spend on them after work. The art of learning and champion mindset programme teaches them life skills that they can apply in an evolving environment, beyond formal education years. They have provided a nurturing and safe environment for children to learn, grow and have fun.",0.325,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindSpace @ Tai Seng (Grantral Mall) | After School Student Care for P1-P5 | MindChamps Enrichment for P1-P5
My daughter used to dislike going to student care. She didn't like the teachers and centre that she used to attend. Until we switch over to mindspace at Grantral Mall (tai seng) The centre is very clean and organised. The teachers are friendly . My daughter totally love going to student care now. She will come home to share with me what she do in school. Teachers not only teaches in an interesting and interactive way. My daughter have so much fun . My daughter now become very organised and will love to do her homework . More discipline now too. Thank you so much to the teachers in mindspace,0.35516666666666674,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindSpace @ Tai Seng (Grantral Mall) | After School Student Care for P1-P5 | MindChamps Enrichment for P1-P5
"I chanced upon this after school student care through a leaflet sent in my mailbox. Initially, I did not think very much about it till I met my sister who then just recovered from a nasty episode of COVID. I could see that she was definitely not as fit as before and on top of that, she shared that her grandson is attending several after school enrichment programmes in the week. Being the day carer for this boy, she has to make multiple trips per day. There I was looking at the leaflet for the second time that week and realised that this could solve some of the issues my sister was facing. I called up the centre and expressed my concern on behalf of my sister and Ms Ching Ching has been very attentive and empathetic of our situation. She assured me that her centre is able to help us overcome the challenges that we are facing. We attended the open house last December and we liked the place as the setup of the centre is conducive, is bright and the layout is fairly spacious. Everything in there are new as we understand the centre is at its start-up phase and most importantly, it is very convenient for us either by MRT or bus. Without much hesitation, we signed him up and since then, we have been in touch with the trainers, who are also very responsive with our queries and concerns on the day to day basis. The trainers update us frequently on his learning, behaviour as well as suggestions for areas of improvement which we can work with him at home. Due to the close working relationship between the trainers and us, we do see a significantly improvement in his social skills and his academic achievements. I did notice that he is now willing to work with a more challenging peer in this small group setting which otherwise he would avoid even being near to them in a school setting. This value is definitely very well inculcated and many thanks to the trainers in this centre who constantly remind them about peer inclusion and showing empathy towards others. Lastly, we really appreciated the variety of the lunch menu and the quality of the food. The picky eater (my grand nephew) is now open to eating out of his comfort zone. This is definitely a bonus for him and us. To date, we are pleased with his development and we will continue to work with the trainers for the betterment of him.",0.18973581973581974,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindSpace @ Tai Seng (Grantral Mall) | After School Student Care for P1-P5 | MindChamps Enrichment for P1-P5
"Went to see the centre and it was so well organised and kept clean and spotless. As I am aware of the values that mindspace represents, I am convinced that this will be the place for my children to be at after school. Solves my issue of having to make sure that my children are well looked after and that they spend productive time after school.",0.37222222222222223,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindSpace @ Tai Seng (Grantral Mall) | After School Student Care for P1-P5 | MindChamps Enrichment for P1-P5
The systematic approach and caring demeanor of teachers provide a sense of reassurance to parents.,0.0,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindSpace @ Tai Seng (Grantral Mall) | After School Student Care for P1-P5 | MindChamps Enrichment for P1-P5
"School is nice & clean. My son join about 4 months, can see my son have improving a lot. Recommom school😊☺️🤝 ",0.48333333333333334,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindSpace @ Tai Seng (Grantral Mall) | After School Student Care for P1-P5 | MindChamps Enrichment for P1-P5
"Very clean and spacious environment, teachers are committed and knowledgeable. Super thumbs up!""",0.44666666666666666,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindSpace @ Tai Seng (Grantral Mall) | After School Student Care for P1-P5 | MindChamps Enrichment for P1-P5
"""Overall is excellent, The team members are good and professional and friendly with the kids, Safe and clean environment for kids with high standards of education.",0.40020833333333333,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ Adda Heights
Best！！！,0.0,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindChamps PreSchool @ Adda Heights
"toddler empire""",0.0,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindChamps PreSchool @ Adda Heights
"""Gives me more understanding how to read and communicate with my boys. Makes reading fun. Asking questions to make them tell us more. Very valuable workshop. Thanks Ms Diana.",0.33999999999999997,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindChamps Reading @ Punggol Northshore
"Great sharing session, more knowledge on how we could communicate with our children",0.65,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps Reading @ Punggol Northshore
"Awesome talk by Ms Diana, the love for reading as a journey with our child.",0.75,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps Reading @ Punggol Northshore
Very Detailed and structure sharing session at the centre.,0.52,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps Reading @ Punggol Northshore
Very impressive program!,1.0,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps Reading @ Punggol Northshore
"Impressive presentation""",1.0,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps Reading @ Punggol Northshore
"""I am satisfied how MindChamps helps my child develop his writing skills. He started attending sessions at the age of 6. The management introduce to us their curriculum which we are really impressed because it is inclined with MOE English curriculum standards. Their Writing Tool Box is effective because we can see how our son improves his writing composition. His passion in English writing grows fonder with the help of his teachers at MindChamps and I am running out of words to thank them for their effort.",0.42000000000000004,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps Reading & Writing Programme @ Westgate
"Admin staff attitude really really really very very very lousy. As 3 years loyalty customer, I'm really disappointed, especially the Indian staff, really no manner, hand up the phone during my talking time. She always tell lie to me, and even can said ""I never tell lie in my life"". I don't know how this kind of admin handle parents.",-0.18,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindChamps Reading & Writing Programme @ Westgate
"Never too old to learn. Start young.""",0.1,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps Reading & Writing Programme @ Westgate
"""Best student care ever, passionate teachers and is very well organised. Thanks so much Ethan and team for the support you rendered to us!",0.31999999999999995,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindSpace @ Central Plaza (Tiong Bahru) | After School Student Care for P1-P5 | MindChamps Enrichment & PSLE for P1-P6
"A life of learning starts with a teacher. We were glad to make the decision to join Mindschamp@Central Plaza halfway through our daughter's P2 journey. Under Mr Ethan's leadership, we cant help but notice the teachers whom work so hard and care for the kids with dedication. It’s lovely to see your positive presence as you greet the parents everytime when we arrived to pick our daughter. Our daughter had made tremendous improvement under the guidance of her teachers putting in a lot of patience and encouraging her to have confidence in herself.",0.2537878787878788,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindSpace @ Central Plaza (Tiong Bahru) | After School Student Care for P1-P5 | MindChamps Enrichment & PSLE for P1-P6
My son loves the environment and the teachers. He has improved a lot socially and academically. The centre do look at a full rounded approach in developing our son and have close support with us as parents to co partner in our kid growth.,0.19166666666666665,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindSpace @ Central Plaza (Tiong Bahru) | After School Student Care for P1-P5 | MindChamps Enrichment & PSLE for P1-P6
"Dear MindSpace Central Plaza (Tiong Bharu), I wanted to take a moment to express my heartfelt gratitude for all the care and support you have provided to my child. From the very first day, it was evident that your centre is a special place where every child is valued and nurtured. The dedication and commitment of the staff members have made a significant impact on my child’s growth and development. Your team's passion for education and their genuine concern for the well-being of the students have created a safe and nurturing environment. It has been remarkable to witness my child’s progress and confidence grow under your guidance. Your constant communication and regular updates have kept me informed about my child's progress and allowed me to have a peaceful mind while at work 😊. Please extend my gratitude to each member of your dedicated team – Teacher Jowie, Mei Ying, Andrew, Huai Wen, and Miss Ann. Your patience, encouragement, and positive attitude have made a lasting impact on my child's life. Thank you once again for all that you do. MindSpace Central Plaza (Tiong Bharu) has made a significant difference in my child’s life (and both mommy & daddy), and I am truly grateful 😊😊😊",0.23808847402597402,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindSpace @ Central Plaza (Tiong Bahru) | After School Student Care for P1-P5 | MindChamps Enrichment & PSLE for P1-P6
"I enrolled my girl in MindSpace@ Central Plaza when I learnt that their daily program included enrichment classes. It frees up the weekend for my girl to do sports and music. My girl is well taken care of by the team of caring staff and dedicated teachers. She loves the food at Mindspace. We are looking forward to see more greatness in her as she progresses Pri 2 next year. Location is also very accessible, just a short walk from Tiong Bahru MRT Station. I strongly recommend MindSpace @ Central Plaza as the student care of choice.""",0.17760416666666667,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindSpace @ Central Plaza (Tiong Bahru) | After School Student Care for P1-P5 | MindChamps Enrichment & PSLE for P1-P6
"""Teachers are patient and responsible. They has a great bond with the child and create an engaging learning environment. My child is having a great time in the center. Not to mentioned the great food variety that cater to taste bud of the kid. All in all a great space for the little champs.",0.4390625,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindSpace @ Midview City (Bishan) | After School Student Care for P1-P5 | Powered By MindChamps
"Mindspace impresses with its nurturing environment and dedicated staff. The facility prioritises safety and engages children with creative activities, fostering both cognitive and emotional development. Parents appreciate the transparent communication and personalised care plans. Mindspace stands out as a trusted choice for families seeking a supportive early childhood experience.",0.275,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindSpace @ Midview City (Bishan) | After School Student Care for P1-P5 | Powered By MindChamps
"The centre is well equipped (eg nicely furnished classroom, indoor playground and water park) coupled with specially designed curriculum and teaching methods, providing the champs with a conducive learning environment. In addition, there is constant engagement from a dedicated team of administrative and teaching staffs on the happenings and update on the champs.",0.319047619047619,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindSpace @ Midview City (Bishan) | After School Student Care for P1-P5 | Powered By MindChamps
My daughter enjoys her time at MindSpace. She learns techniques which aids in her academic. The curriculum is well balanced with relaxing time for the students. Holiday programs are well planned with interesting activities to keep them entertained and interested. Teachers are responsible and they give feedback whenever necessary. The environment is conducive and comfy. My daughter likes to gather around the cafe area with her friends during playtime. There are board games where they can play with. I know my daughter is in good hands with such a responsible team in this student care. Highly recommend MindSpace @ Bishan!,0.22777777777777775,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindSpace @ Midview City (Bishan) | After School Student Care for P1-P5 | Powered By MindChamps
"The centre is clean and well-maintained, with healthy meals for the kids. The teachers not only help ensure homework is completed but also offer guidance when my child needs extra support. This has been incredibly helpful in freeing up our evenings and weekends to spend more quality time together with my child, without having to worry about homework. There are also books, board games, indoor playground and water play area which adds an extra element of fun!",0.3302083333333333,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindSpace @ Midview City (Bishan) | After School Student Care for P1-P5 | Powered By MindChamps
"We were choosing between Mindspace and another after school care centre in the same area when my daughter was about to commence her primary 1 education. After the school tours, we were convinced that Mindspace will be the right place for my daughter. Firstly, we were impressed with the state of art classrooms, healthy meals from Nature Farm, indoor water playground and indoor playground and garden. Secondly, Desmond and Marie were very professional and it’s obvious they take great pride in the branding of Mindspace. Marie also did some tests for my daughter to assess her pre-primary school capabilities. Thirdly, we like it that Mindspace also provides Chinese enrichment class so we do not need to bring my daughter to an external vendor for Chinese class. So far, my daughter always sounds very excited when we fetch her from Mindspace about her time in Mindspace and she will share with us things that she learnt, including idioms and books she read in MindSpace Cafe. Keep the good work up, Desmond and team!",0.2840126050420168,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindSpace @ Midview City (Bishan) | After School Student Care for P1-P5 | Powered By MindChamps
my child loves to attend mindspace and he is happy that he is learning and having fun at the same time! great place to be since they will be engaged and not wasting time as usually for lower primary not much homework!,0.275,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindSpace @ Midview City (Bishan) | After School Student Care for P1-P5 | Powered By MindChamps
"Mindspace not only teaches academic subjects, but also teaches students the right attitude to learn, keeping trying and never give up. That is an important learning aspect.",0.17142857142857143,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindSpace @ Midview City (Bishan) | After School Student Care for P1-P5 | Powered By MindChamps
My child enjoyed her lessons in mindspace. It gives me assurance that my child is in good hands. Thanks mindspace midview city team,0.4666666666666666,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindSpace @ Midview City (Bishan) | After School Student Care for P1-P5 | Powered By MindChamps
Have been a delight to send my child to MS @ bishan. Very attentive teachers and superb program. My child can’t wait to go for student care!,0.76,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindSpace @ Midview City (Bishan) | After School Student Care for P1-P5 | Powered By MindChamps
"Mindspace is a place to be, closest being second home for the children",0.0,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindSpace @ Midview City (Bishan) | After School Student Care for P1-P5 | Powered By MindChamps
Kids seem to enjoy their time there. They like the teachers and also the environment.,0.4,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindSpace @ Midview City (Bishan) | After School Student Care for P1-P5 | Powered By MindChamps
My son loves it here after school!,0.0,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindSpace @ Midview City (Bishan) | After School Student Care for P1-P5 | Powered By MindChamps
"thumbs up! for the patience n guidance provided""",0.0,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindSpace @ Midview City (Bishan) | After School Student Care for P1-P5 | Powered By MindChamps
"""Through a few friends’ recommendations, I decided to sign my child up for the PSLE Success programme. It brings joy to know that my child is enjoying the class so far and is very motivated to do her best. She shared that the teacher is very engaging and she looks forward to class each week. I will definitely recommend the centre! Thumbs up!",0.3577777777777778,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindSpace @ Greenwich V (Sengkang) | After School Student Care for P1-P5 | MindChamps Enrichment & PSLE for P1-P6
"My son enjoyed to go Mindspace after his school. most of the time he can finish his homework there, the teacher also assist with spelling/ting xie revision. As he is attending Mindspace on weekday, we can save the weekend for family outings without any other tuition arrangement.",0.2916666666666667,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindSpace @ Greenwich V (Sengkang) | After School Student Care for P1-P5 | MindChamps Enrichment & PSLE for P1-P6
I'm continually impressed by the supportive environment and dedication to nurturing each child growth. Keep up the fantastic work!,0.6666666666666666,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindSpace @ Greenwich V (Sengkang) | After School Student Care for P1-P5 | MindChamps Enrichment & PSLE for P1-P6
Well organised student care with engaging teachers!,0.5,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindSpace @ Greenwich V (Sengkang) | After School Student Care for P1-P5 | MindChamps Enrichment & PSLE for P1-P6
"Very good""",0.9099999999999999,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindSpace @ Greenwich V (Sengkang) | After School Student Care for P1-P5 | MindChamps Enrichment & PSLE for P1-P6
"""Hopeless team in Australia. Dragging a simple process for months, no followups, waste time of busy professionals in the name of a corporate system. Expect you to invest in their system without any voluntary disclosure. I would avoid if you want to be their franchisee.",-0.025,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindChamps Global HQ
Excellent preschool for my children development in performing arts and dance and prepare them for their entry into primary school.,0.7,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps Global HQ
