preschool_name,preschool_branch,fees_link,fees_sc_infant_care,fees_sc_playgroup,fees_sc_nursery,fees_sc_kindergarten,fees_pr_infant_care,fees_pr_playgroup,fees_pr_nursery,fees_pr_kindergarten,txt_file_opened,found_curriculum,curriculum_active_learning,curriculum_bilingual_curriculum,curriculum_child_directed,curriculum_chinese_curriculum,curriculum_early_years_development_framework,curriculum_english_curriculum,curriculum_ib_pyp,curriculum_inquiry_based,curriculum_integrated_curriculum,curriculum_montessori,curriculum_moe,curriculum_nurturing_early_learners_curriculum,curriculum_play_based_curriculum,curriculum_project_based,curriculum_reggio_emilia_approach,curriculum_spark_certified_curriculum,curriculum_thematic,curriculum_isteam,found_programme,programme_aesthetics_&_creative_expression,programme_chinese,programme_digital_skills,programme_discovery_of_the_word,programme_english,programme_language_and_literacy,programme_math,programme_moral_education,programme_motor_skill_development,programme_music,programme_nature,programme_numeracy,programme_problem-solving_skills,programme_project_work,programme_science,programme_sensory_play,programme_social_&_emotional_development,programme_speech_and_drama,programme_sports,found_levels,levels_infant_care,levels_playgroup,levels_nursery,levels_kindergarten
Star Learners @ Ubi Pte Ltd,Star Learners Pte Ltd,https://starlearners.com.sg/admission/fees-and-subsidies/,1290,720,720,720,1500,950,950,950,"https___starlearners_com_sg_, https___starlearners_com_sg_our_centres_, https___starlearners_com_sg_curriculum_our_belief_starbeam, https___starlearners_com_sg_careers_join_us_, https___starlearners_com_sg_curriculum_literature_based_curriculum_, https___starlearners_com_sg_20inspiringyears_, https___starlearners_com_sg__, https___starlearners_com_sg_blog_, https___starlearners_com_sg_admission_faq_, https___starlearners_com_sg_preschool_programmes_, https___starlearners_com_sg_curriculum_our_belief, https___starlearners_com_sg_our_story_our_promise_, https___starlearners_com_sg_curriculum_, https___starlearners_com_sg_admission_a_day_in_sl_, https___starlearners_com_sg_preschool_programmes_child_care_, https___starlearners_com_sg_privacy_policy_, https___starlearners_com_sg__ajax_content_wrap, https___starlearners_com_sg_careers_our_family_of_professionals_, https___starlearners_com_sg_blog_ourstaffstories_, https___starlearners_com_sg_curriculum_complementary_programmes_, https___starlearners_com_sg_our_story_who_we_are_, https___starlearners_com_sg_curriculum_our_belief_, https___starlearners_com_sg_preschool_programmes_infant_care_, https___starlearners_com_sg_our_family_of_professionals_join_us_, https___starlearners_com_sg_our_story_our_journey_, https___starlearners_com_sg_admission_register_your_interest_, https___starlearners_com_sg__sidewidgetarea, https___starlearners_com_sg_curriculum_our_belief_corevalues, https___starlearners_com_sg_admission_fees_and_subsidies_, https___starlearners_com_sg_curriculum_enrichment_programmes_, https___starlearners_com_sg_whats_on_","['active_learning', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'spark_certified_curriculum', 'thematic']",1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'numeracy', 'project work', 'science', 'sensory play', 'social & emotional development', 'speech and drama', 'sports']",1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,"['infant_care', 'playgroup', 'nursery', 'kindergarten']",1,1,1,1
Star Learners @ Upper Bukit Timah Pte Ltd,Star Learners Pte Ltd,https://starlearners.com.sg/admission/fees-and-subsidies/,1290,720,720,720,1500,950,950,950,"https___starlearners_com_sg_, https___starlearners_com_sg_our_centres_, https___starlearners_com_sg_curriculum_our_belief_starbeam, https___starlearners_com_sg_careers_join_us_, https___starlearners_com_sg_curriculum_literature_based_curriculum_, https___starlearners_com_sg_20inspiringyears_, https___starlearners_com_sg__, https___starlearners_com_sg_blog_, https___starlearners_com_sg_admission_faq_, https___starlearners_com_sg_preschool_programmes_, https___starlearners_com_sg_curriculum_our_belief, https___starlearners_com_sg_our_story_our_promise_, https___starlearners_com_sg_curriculum_, https___starlearners_com_sg_admission_a_day_in_sl_, https___starlearners_com_sg_preschool_programmes_child_care_, https___starlearners_com_sg_privacy_policy_, https___starlearners_com_sg__ajax_content_wrap, https___starlearners_com_sg_careers_our_family_of_professionals_, https___starlearners_com_sg_blog_ourstaffstories_, https___starlearners_com_sg_curriculum_complementary_programmes_, https___starlearners_com_sg_our_story_who_we_are_, https___starlearners_com_sg_curriculum_our_belief_, https___starlearners_com_sg_preschool_programmes_infant_care_, https___starlearners_com_sg_our_family_of_professionals_join_us_, https___starlearners_com_sg_our_story_our_journey_, https___starlearners_com_sg_admission_register_your_interest_, https___starlearners_com_sg__sidewidgetarea, https___starlearners_com_sg_curriculum_our_belief_corevalues, https___starlearners_com_sg_admission_fees_and_subsidies_, https___starlearners_com_sg_curriculum_enrichment_programmes_, https___starlearners_com_sg_whats_on_","['active_learning', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'spark_certified_curriculum', 'thematic']",1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'numeracy', 'project work', 'science', 'sensory play', 'social & emotional development', 'speech and drama', 'sports']",1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,"['infant_care', 'playgroup', 'nursery', 'kindergarten']",1,1,1,1
Star Learners @ Woodlands 888 Pte Ltd,Star Learners Pte Ltd,https://starlearners.com.sg/admission/fees-and-subsidies/,1290,720,720,720,1500,950,950,950,"https___starlearners_com_sg_, https___starlearners_com_sg_our_centres_, https___starlearners_com_sg_curriculum_our_belief_starbeam, https___starlearners_com_sg_careers_join_us_, https___starlearners_com_sg_curriculum_literature_based_curriculum_, https___starlearners_com_sg_20inspiringyears_, https___starlearners_com_sg__, https___starlearners_com_sg_blog_, https___starlearners_com_sg_admission_faq_, https___starlearners_com_sg_preschool_programmes_, https___starlearners_com_sg_curriculum_our_belief, https___starlearners_com_sg_our_story_our_promise_, https___starlearners_com_sg_curriculum_, https___starlearners_com_sg_admission_a_day_in_sl_, https___starlearners_com_sg_preschool_programmes_child_care_, https___starlearners_com_sg_privacy_policy_, https___starlearners_com_sg__ajax_content_wrap, https___starlearners_com_sg_careers_our_family_of_professionals_, https___starlearners_com_sg_blog_ourstaffstories_, https___starlearners_com_sg_curriculum_complementary_programmes_, https___starlearners_com_sg_our_story_who_we_are_, https___starlearners_com_sg_curriculum_our_belief_, https___starlearners_com_sg_preschool_programmes_infant_care_, https___starlearners_com_sg_our_family_of_professionals_join_us_, https___starlearners_com_sg_our_story_our_journey_, https___starlearners_com_sg_admission_register_your_interest_, https___starlearners_com_sg__sidewidgetarea, https___starlearners_com_sg_curriculum_our_belief_corevalues, https___starlearners_com_sg_admission_fees_and_subsidies_, https___starlearners_com_sg_curriculum_enrichment_programmes_, https___starlearners_com_sg_whats_on_","['active_learning', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'spark_certified_curriculum', 'thematic']",1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'numeracy', 'project work', 'science', 'sensory play', 'social & emotional development', 'speech and drama', 'sports']",1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,"['infant_care', 'playgroup', 'nursery', 'kindergarten']",1,1,1,1
Star Learners @ Woodlands Circle Pte Ltd,Star Learners Pte Ltd,https://starlearners.com.sg/admission/fees-and-subsidies/,1290,720,720,720,1500,950,950,950,"https___starlearners_com_sg_, https___starlearners_com_sg_our_centres_, https___starlearners_com_sg_curriculum_our_belief_starbeam, https___starlearners_com_sg_careers_join_us_, https___starlearners_com_sg_curriculum_literature_based_curriculum_, https___starlearners_com_sg_20inspiringyears_, https___starlearners_com_sg__, https___starlearners_com_sg_blog_, https___starlearners_com_sg_admission_faq_, https___starlearners_com_sg_preschool_programmes_, https___starlearners_com_sg_curriculum_our_belief, https___starlearners_com_sg_our_story_our_promise_, https___starlearners_com_sg_curriculum_, https___starlearners_com_sg_admission_a_day_in_sl_, https___starlearners_com_sg_preschool_programmes_child_care_, https___starlearners_com_sg_privacy_policy_, https___starlearners_com_sg__ajax_content_wrap, https___starlearners_com_sg_careers_our_family_of_professionals_, https___starlearners_com_sg_blog_ourstaffstories_, https___starlearners_com_sg_curriculum_complementary_programmes_, https___starlearners_com_sg_our_story_who_we_are_, https___starlearners_com_sg_curriculum_our_belief_, https___starlearners_com_sg_preschool_programmes_infant_care_, https___starlearners_com_sg_our_family_of_professionals_join_us_, https___starlearners_com_sg_our_story_our_journey_, https___starlearners_com_sg_admission_register_your_interest_, https___starlearners_com_sg__sidewidgetarea, https___starlearners_com_sg_curriculum_our_belief_corevalues, https___starlearners_com_sg_admission_fees_and_subsidies_, https___starlearners_com_sg_curriculum_enrichment_programmes_, https___starlearners_com_sg_whats_on_","['active_learning', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'spark_certified_curriculum', 'thematic']",1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'numeracy', 'project work', 'science', 'sensory play', 'social & emotional development', 'speech and drama', 'sports']",1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,"['infant_care', 'playgroup', 'nursery', 'kindergarten']",1,1,1,1
Star Learners @ Woodlands Pte Ltd,Star Learners Pte Ltd,https://starlearners.com.sg/admission/fees-and-subsidies/,1290,720,720,720,1500,950,950,950,"https___starlearners_com_sg_, https___starlearners_com_sg_our_centres_, https___starlearners_com_sg_curriculum_our_belief_starbeam, https___starlearners_com_sg_careers_join_us_, https___starlearners_com_sg_curriculum_literature_based_curriculum_, https___starlearners_com_sg_20inspiringyears_, https___starlearners_com_sg__, https___starlearners_com_sg_blog_, https___starlearners_com_sg_admission_faq_, https___starlearners_com_sg_preschool_programmes_, https___starlearners_com_sg_curriculum_our_belief, https___starlearners_com_sg_our_story_our_promise_, https___starlearners_com_sg_curriculum_, https___starlearners_com_sg_admission_a_day_in_sl_, https___starlearners_com_sg_preschool_programmes_child_care_, https___starlearners_com_sg_privacy_policy_, https___starlearners_com_sg__ajax_content_wrap, https___starlearners_com_sg_careers_our_family_of_professionals_, https___starlearners_com_sg_blog_ourstaffstories_, https___starlearners_com_sg_curriculum_complementary_programmes_, https___starlearners_com_sg_our_story_who_we_are_, https___starlearners_com_sg_curriculum_our_belief_, https___starlearners_com_sg_preschool_programmes_infant_care_, https___starlearners_com_sg_our_family_of_professionals_join_us_, https___starlearners_com_sg_our_story_our_journey_, https___starlearners_com_sg_admission_register_your_interest_, https___starlearners_com_sg__sidewidgetarea, https___starlearners_com_sg_curriculum_our_belief_corevalues, https___starlearners_com_sg_admission_fees_and_subsidies_, https___starlearners_com_sg_curriculum_enrichment_programmes_, https___starlearners_com_sg_whats_on_","['active_learning', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'spark_certified_curriculum', 'thematic']",1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'numeracy', 'project work', 'science', 'sensory play', 'social & emotional development', 'speech and drama', 'sports']",1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,"['infant_care', 'playgroup', 'nursery', 'kindergarten']",1,1,1,1
Star Learners @ Yio Chu Kang Pte Ltd,Star Learners Pte Ltd,https://starlearners.com.sg/admission/fees-and-subsidies/,1290,720,720,720,1500,950,950,950,"https___starlearners_com_sg_, https___starlearners_com_sg_our_centres_, https___starlearners_com_sg_curriculum_our_belief_starbeam, https___starlearners_com_sg_careers_join_us_, https___starlearners_com_sg_curriculum_literature_based_curriculum_, https___starlearners_com_sg_20inspiringyears_, https___starlearners_com_sg__, https___starlearners_com_sg_blog_, https___starlearners_com_sg_admission_faq_, https___starlearners_com_sg_preschool_programmes_, https___starlearners_com_sg_curriculum_our_belief, https___starlearners_com_sg_our_story_our_promise_, https___starlearners_com_sg_curriculum_, https___starlearners_com_sg_admission_a_day_in_sl_, https___starlearners_com_sg_preschool_programmes_child_care_, https___starlearners_com_sg_privacy_policy_, https___starlearners_com_sg__ajax_content_wrap, https___starlearners_com_sg_careers_our_family_of_professionals_, https___starlearners_com_sg_blog_ourstaffstories_, https___starlearners_com_sg_curriculum_complementary_programmes_, https___starlearners_com_sg_our_story_who_we_are_, https___starlearners_com_sg_curriculum_our_belief_, https___starlearners_com_sg_preschool_programmes_infant_care_, https___starlearners_com_sg_our_family_of_professionals_join_us_, https___starlearners_com_sg_our_story_our_journey_, https___starlearners_com_sg_admission_register_your_interest_, https___starlearners_com_sg__sidewidgetarea, https___starlearners_com_sg_curriculum_our_belief_corevalues, https___starlearners_com_sg_admission_fees_and_subsidies_, https___starlearners_com_sg_curriculum_enrichment_programmes_, https___starlearners_com_sg_whats_on_","['active_learning', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'spark_certified_curriculum', 'thematic']",1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'numeracy', 'project work', 'science', 'sensory play', 'social & emotional development', 'speech and drama', 'sports']",1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,"['infant_care', 'playgroup', 'nursery', 'kindergarten']",1,1,1,1
Star Learners @ Yishun Pte Ltd,Star Learners Pte Ltd,https://starlearners.com.sg/admission/fees-and-subsidies/,1290,720,720,720,1500,950,950,950,"https___starlearners_com_sg_, https___starlearners_com_sg_our_centres_, https___starlearners_com_sg_curriculum_our_belief_starbeam, https___starlearners_com_sg_careers_join_us_, https___starlearners_com_sg_curriculum_literature_based_curriculum_, https___starlearners_com_sg_20inspiringyears_, https___starlearners_com_sg__, https___starlearners_com_sg_blog_, https___starlearners_com_sg_admission_faq_, https___starlearners_com_sg_preschool_programmes_, https___starlearners_com_sg_curriculum_our_belief, https___starlearners_com_sg_our_story_our_promise_, https___starlearners_com_sg_curriculum_, https___starlearners_com_sg_admission_a_day_in_sl_, https___starlearners_com_sg_preschool_programmes_child_care_, https___starlearners_com_sg_privacy_policy_, https___starlearners_com_sg__ajax_content_wrap, https___starlearners_com_sg_careers_our_family_of_professionals_, https___starlearners_com_sg_blog_ourstaffstories_, https___starlearners_com_sg_curriculum_complementary_programmes_, https___starlearners_com_sg_our_story_who_we_are_, https___starlearners_com_sg_curriculum_our_belief_, https___starlearners_com_sg_preschool_programmes_infant_care_, https___starlearners_com_sg_our_family_of_professionals_join_us_, https___starlearners_com_sg_our_story_our_journey_, https___starlearners_com_sg_admission_register_your_interest_, https___starlearners_com_sg__sidewidgetarea, https___starlearners_com_sg_curriculum_our_belief_corevalues, https___starlearners_com_sg_admission_fees_and_subsidies_, https___starlearners_com_sg_curriculum_enrichment_programmes_, https___starlearners_com_sg_whats_on_","['active_learning', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'spark_certified_curriculum', 'thematic']",1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'numeracy', 'project work', 'science', 'sensory play', 'social & emotional development', 'speech and drama', 'sports']",1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,"['infant_care', 'playgroup', 'nursery', 'kindergarten']",1,1,1,1
Star Learners @ Yung Ho Pte Ltd,Star Learners Pte Ltd,https://starlearners.com.sg/admission/fees-and-subsidies/,1290,720,720,720,1500,950,950,950,"https___starlearners_com_sg_, https___starlearners_com_sg_our_centres_, https___starlearners_com_sg_curriculum_our_belief_starbeam, https___starlearners_com_sg_careers_join_us_, https___starlearners_com_sg_curriculum_literature_based_curriculum_, https___starlearners_com_sg_20inspiringyears_, https___starlearners_com_sg__, https___starlearners_com_sg_blog_, https___starlearners_com_sg_admission_faq_, https___starlearners_com_sg_preschool_programmes_, https___starlearners_com_sg_curriculum_our_belief, https___starlearners_com_sg_our_story_our_promise_, https___starlearners_com_sg_curriculum_, https___starlearners_com_sg_admission_a_day_in_sl_, https___starlearners_com_sg_preschool_programmes_child_care_, https___starlearners_com_sg_privacy_policy_, https___starlearners_com_sg__ajax_content_wrap, https___starlearners_com_sg_careers_our_family_of_professionals_, https___starlearners_com_sg_blog_ourstaffstories_, https___starlearners_com_sg_curriculum_complementary_programmes_, https___starlearners_com_sg_our_story_who_we_are_, https___starlearners_com_sg_curriculum_our_belief_, https___starlearners_com_sg_preschool_programmes_infant_care_, https___starlearners_com_sg_our_family_of_professionals_join_us_, https___starlearners_com_sg_our_story_our_journey_, https___starlearners_com_sg_admission_register_your_interest_, https___starlearners_com_sg__sidewidgetarea, https___starlearners_com_sg_curriculum_our_belief_corevalues, https___starlearners_com_sg_admission_fees_and_subsidies_, https___starlearners_com_sg_curriculum_enrichment_programmes_, https___starlearners_com_sg_whats_on_","['active_learning', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'spark_certified_curriculum', 'thematic']",1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'numeracy', 'project work', 'science', 'sensory play', 'social & emotional development', 'speech and drama', 'sports']",1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,"['infant_care', 'playgroup', 'nursery', 'kindergarten']",1,1,1,1
Star Learners Pte Ltd (Telok Kurau),Star Learners Pte Ltd,https://starlearners.com.sg/admission/fees-and-subsidies/,1290,720,720,720,1500,950,950,950,"https___starlearners_com_sg_, https___starlearners_com_sg_our_centres_, https___starlearners_com_sg_curriculum_our_belief_starbeam, https___starlearners_com_sg_careers_join_us_, https___starlearners_com_sg_curriculum_literature_based_curriculum_, https___starlearners_com_sg_20inspiringyears_, https___starlearners_com_sg__, https___starlearners_com_sg_blog_, https___starlearners_com_sg_admission_faq_, https___starlearners_com_sg_preschool_programmes_, https___starlearners_com_sg_curriculum_our_belief, https___starlearners_com_sg_our_story_our_promise_, https___starlearners_com_sg_curriculum_, https___starlearners_com_sg_admission_a_day_in_sl_, https___starlearners_com_sg_preschool_programmes_child_care_, https___starlearners_com_sg_privacy_policy_, https___starlearners_com_sg__ajax_content_wrap, https___starlearners_com_sg_careers_our_family_of_professionals_, https___starlearners_com_sg_blog_ourstaffstories_, https___starlearners_com_sg_curriculum_complementary_programmes_, https___starlearners_com_sg_our_story_who_we_are_, https___starlearners_com_sg_curriculum_our_belief_, https___starlearners_com_sg_preschool_programmes_infant_care_, https___starlearners_com_sg_our_family_of_professionals_join_us_, https___starlearners_com_sg_our_story_our_journey_, https___starlearners_com_sg_admission_register_your_interest_, https___starlearners_com_sg__sidewidgetarea, https___starlearners_com_sg_curriculum_our_belief_corevalues, https___starlearners_com_sg_admission_fees_and_subsidies_, https___starlearners_com_sg_curriculum_enrichment_programmes_, https___starlearners_com_sg_whats_on_","['active_learning', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'spark_certified_curriculum', 'thematic']",1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'numeracy', 'project work', 'science', 'sensory play', 'social & emotional development', 'speech and drama', 'sports']",1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,"['infant_care', 'playgroup', 'nursery', 'kindergarten']",1,1,1,1
Sunflower Childcare & Development Centre Pte Ltd,Sunflower Childcare & Development Centre Pte Ltd,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0
Sunflower Kiddy Star Preschool Pte Ltd,Sunflower Kiddy Star Preschool Pte Ltd,https://www.sunflowerkiddystar.com/programme.php,,800,800,800,,1000,1000,1000,"https___www_sunflowerkiddystar_com_programme_php_Enrichment, https___www_sunflowerkiddystar_com_mission_php_, https___www_sunflowerkiddystar_com_career_php_, https___www_sunflowerkiddystar_com_curriculum_php_LittleChefDay, https___www_sunflowerkiddystar_com_gallery_php_Newsletter, https___www_sunflowerkiddystar_com_programme_php_Nursery2, https___www_sunflowerkiddystar_com_curriculum_php_SpeechChoir, https___www_sunflowerkiddystar_com_curriculum_php_BilingualProgramme, https___www_sunflowerkiddystar_com_contact_php_, https___www_sunflowerkiddystar_com_contact_php_Visit, https___www_sunflowerkiddystar_com_parentsay_php_Resources, https___www_sunflowerkiddystar_com_parentsay_php, https___www_sunflowerkiddystar_com_contact_php_Career, https___www_sunflowerkiddystar_com_index_php_, https___www_sunflowerkiddystar_com_programme_php_Nursery1, https___www_sunflowerkiddystar_com_contact_php_Centres, https___www_sunflowerkiddystar_com_mission_php_Overview, https___www_sunflowerkiddystar_com_curriculum_php_LearningJourneys, https___www_sunflowerkiddystar_com_parentsay_php_top, https___www_sunflowerkiddystar_com_gallery_php_, https___www_sunflowerkiddystar_com_curriculum_php_, https___www_sunflowerkiddystar_com_contact_php, https___www_sunflowerkiddystar_com_programme_php_top, https___www_sunflowerkiddystar_com_mission_php_CoreValue, https___www_sunflowerkiddystar_com_parentsay_php_Ellidya, https___www_sunflowerkiddystar_com_gallery_php_top, https___www_sunflowerkiddystar_com_gallery_php, https___www_sunflowerkiddystar_com_mission_php, https___www_sunflowerkiddystar_com_career_php, https___www_sunflowerkiddystar_com_gallery_php_Gallery, https___www_sunflowerkiddystar_com_parentsay_php_, https___www_sunflowerkiddystar_com_curriculum_php_MultipleIntelligences, https___www_sunflowerkiddystar_com__top, https___www_sunflowerkiddystar_com_parentsay_php_PPP, https___www_sunflowerkiddystar_com_mission_php_top, https___www_sunflowerkiddystar_com_mission_php_Vision, https___www_sunflowerkiddystar_com_mission_php_Accolades, https___www_sunflowerkiddystar_com_curriculum_php_FestivalCelebrations, https___www_sunflowerkiddystar_com_programme_php, https___www_sunflowerkiddystar_com_programme_php_K1K2, https___www_sunflowerkiddystar_com__, https___www_sunflowerkiddystar_com_index_php_top, https___www_sunflowerkiddystar_com_mission_php_OurTeam, https___www_sunflowerkiddystar_com_programme_php_, https___www_sunflowerkiddystar_com_mission_php_Mission, https___www_sunflowerkiddystar_com_curriculum_php_top, https___www_sunflowerkiddystar_com_contact_php_Location, https___www_sunflowerkiddystar_com_contact_php_top, https___www_sunflowerkiddystar_com_programme_php_SchoolFees, https___www_sunflowerkiddystar_com_parentsay_php_Testimonial, https___www_sunflowerkiddystar_com_curriculum_php, https___www_sunflowerkiddystar_com_parentsay_php_Jiang, https___www_sunflowerkiddystar_com_programme_php_Playgroup, https___www_sunflowerkiddystar_com_index_php","['bilingual_curriculum', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'integrated_curriculum', 'montessori', 'moe', 'spark_certified_curriculum', 'thematic']",0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,"['aesthetics & creative expression', 'chinese', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'project work', 'science', 'social & emotional development', 'sports']",1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1
Sunflower Kinderhub @ AMK Pte Ltd,Sunflower Kinderhub Pte Ltd,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0
Sunflower Kinderhub Pte Ltd,Sunflower Kinderhub Pte Ltd,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0
Sunflower Preschool @ AMK Pte Ltd,Sunflower Preschool Pte Ltd,https://preschooler.sg/profile/1586/SUNFLOWER-PRESCHOOL-@-FRANKEL-PTE-LTD,,720,720,720,,1280,1280,1280,sunflowerkid_com.txt,"['spark_certified_curriculum', 'thematic']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['aesthetics & creative expression', 'digital skills', 'discovery of the word', 'language and literacy', 'social & emotional development']",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1
Sunflower Preschool @ Balestier Pte Ltd,Sunflower Preschool Pte Ltd,https://preschooler.sg/profile/1586/SUNFLOWER-PRESCHOOL-@-FRANKEL-PTE-LTD,,720,720,720,,1280,1280,1280,sunflowerkid_com.txt,"['spark_certified_curriculum', 'thematic']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['aesthetics & creative expression', 'digital skills', 'discovery of the word', 'language and literacy', 'social & emotional development']",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1
Sunflower Preschool @ Bedok Pte Ltd,Sunflower Preschool Pte Ltd,https://preschooler.sg/profile/1586/SUNFLOWER-PRESCHOOL-@-FRANKEL-PTE-LTD,,720,720,720,,1280,1280,1280,sunflowerkid_com.txt,"['spark_certified_curriculum', 'thematic']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['aesthetics & creative expression', 'digital skills', 'discovery of the word', 'language and literacy', 'social & emotional development']",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1
Sunflower Preschool @ Bedok South Pte Ltd,Sunflower Preschool Pte Ltd,https://preschooler.sg/profile/1586/SUNFLOWER-PRESCHOOL-@-FRANKEL-PTE-LTD,,720,720,720,,1280,1280,1280,sunflowerkid_com.txt,"['spark_certified_curriculum', 'thematic']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['aesthetics & creative expression', 'digital skills', 'discovery of the word', 'language and literacy', 'social & emotional development']",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1
Sunflower Preschool @ Bukit Batok Pte Ltd,Sunflower Preschool Pte Ltd,https://preschooler.sg/profile/1586/SUNFLOWER-PRESCHOOL-@-FRANKEL-PTE-LTD,,720,720,720,,1280,1280,1280,sunflowerkid_com.txt,"['spark_certified_curriculum', 'thematic']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['aesthetics & creative expression', 'digital skills', 'discovery of the word', 'language and literacy', 'social & emotional development']",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1
